artist,song_name,duration_ms,danceability,energy
Bad Bunny,Titi me pregunto,203019,0.8288357481367109,0.9213127181206292
Olivia Rodrigo,Deja Vu,244624,0.8769353573086917,0.16755543556470087
Apache 207,Roller,233464,0.2342439046674195,0.8148978963988779
The Weeknd & Ariana Grande,Save Your Tears,36313,0.01633224899867458,0.28087144140506914
The Weeknd,Blinding Lights,110925,0.09719623868895011,0.0319701352244095
Fireboy DML & Ed Sheeran,Peru,48807,0.3738964194987132,0.9442505988984148
The Weeknd,Take My Breath,236021,0.9026474046112013,0.5311734846210665
Acraze & Cherish,Do It To It,199983,0.4794936732831365,0.47080076879742083
Eslabon Armado & Peso Pluma,Ella Baila Sola,224724,0.3605136740610623,0.8598285139258596
AJR,Bang!,16562,0.15961130787379896,0.544712911924305
Bad Bunny & Chencho Corleone,Me porto bonito,130328,0.68915228375408,0.8513251195967442
Kate Bush,Running Up That Hill (A Deal With God),289648,0.6531900467272433,0.7664342831796119
Shouse,Love Tonight,211374,0.16279183948716502,0.6854205390826485
Lil Tjay & 6LACK,Calling My Phone,172045,0.7894578887429069,0.358447986854445
Tom Odell,Another Love,273514,0.9319297863844266,0.6732580807498911
Nat King Cole,The Christmas Song (Merry Christmas To You),132134,0.04186821446466682,0.6716042479827095
Kenya Grace,Strangers,52557,0.2623948079698264,0.6963024608194479
Jelly Roll,Need A Favor,83264,0.9631633254886323,0.9681614524439679
PinkPantheress & Ice Spice &Boy's A Liar,Pt. 2,170864,0.7250955974988301,0.8461905396972234
Ed Sheeran,Bad Habits,110052,0.25958234390714674,0.3329726907276567
Olivia Rodrigo,Drivers License,24329,0.17665160628570142,0.8114083858722698
Cardi B & Megan Thee Stallion,WAP,104865,0.8322963084771358,0.6043911176476497
Ariana Grande,Santa Tell Me,101336,0.686316591317154,0.3567111167991498
Fifty Fifty,Cupid,215918,0.9050960114221968,0.33820379643670573
SZA,Snooze,46271,0.944245003581348,0.6864165242247816
Lil Mosey,Blueberry Faygo,115596,0.061780989057970026,0.648705925082798
Giveon,Heartbreak Anniversary,227290,0.7518552876409926,0.4470565346811608
Brenda Lee,Rockin' Around The Christmas Tree,61510,0.3685387517213303,0.7455704208770497
Olivia Rodrigo,Good 4 U,25734,0.7415763923959087,0.9706485279513299
Billie Eilish,Therefore I Am,257200,0.9222240170971252,0.46992766576574707
Kenya Grace,Strangers,129998,0.7547355184080817,0.0005823587248990902
Beyonce,Cuff It,122831,0.5843853611767621,0.2624680865183874
Masked Wolf,Astronaut In The Ocean,160481,0.310416172372344,0.6844328585955708
Masked Wolf,Astronaut In The Ocean,160864,0.11004850330422966,0.7552623530325916
Apache 207,Roller,165965,0.6106823389418988,0.7907621075306758
The Kid LAROI & Justin Bieber,Stay,298055,0.975416308329468,0.27082768676819247
Rema & Selena Gomez,Calm Down,116767,0.7504319384887692,0.26742540753041155
Future & Drake,Life Is Good,17185,0.4945081422102727,0.8705277343792417
Dua Lipa,Dance The Night,187401,0.2634971186720424,0.24478173828580718
Ava Max,Kings & Queens,207435,0.751850512973039,0.40475480933138475
Bad Bunny & Jhay Cortez,Dakiti,209667,0.5408745423393915,0.5164810090292455
Gayle,abcdefu,243385,0.6446099097597343,0.33483492412172644
SZA,Kill Bill,36472,0.2240761994466055,0.07850411781315636
Olivia Rodrigo,Drivers License,33035,0.01937471947190761,0.07782034506047453
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,240850,0.06340747238200417,0.7310299634231943
Miley Cyrus,Flowers,116157,0.7434420963352053,0.1771619288128734
Billie Eilish,Bad Guy,116281,0.4934276495651303,0.4010629804299136
24kGoldn & Iann Dior,Mood,108073,0.8165145627580339,0.982527396604816
Lil Durk & J Cole,All My Life,22563,0.5533791514908121,0.19529541994798905
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,163002,0.26441546126546267,0.4133167399981489
Oliver Tree & Robin Schulz,Miss You,3611,0.6274095809647429,0.8129064739089078
Ariana Grande,Positions,187900,0.07168604722459682,0.05883920133349485
Wham!,Last Christmas,62304,0.18688660162909065,0.2087021971518307
Miley Cyrus,Midnight Sky,189040,0.9951395127380733,0.32217076309268255
Nicki Minaj & Ice Spice with Aqua,Barbie World,296946,0.6951491248255216,0.9982368460291219
Miguel,Sure Thing,182303,0.11527488018590892,0.3320978552367222
David Guetta & Bebe Rexha,I'm Good (Blue),68619,0.38961519745979234,0.786720531366145
Cole Swindell,She Had Me At Heads Carolina,179207,0.160856732356759,0.367523574234661
Harry Styles,As It Was,115229,0.49822995351998056,0.3036664934426352
Raye & 070 Shake,Escapism,125554,0.6587135146397015,0.6215458468975452
Doja Cat,Need To Know,111049,0.7465236229269446,0.6650077161856949
Lil Nas & Jack Harlow,Industry Baby,283186,0.052242859792456686,0.6622634563090062
Joel Corry & MNEK,Head & Heart,155426,0.6247382520338327,0.4796161439755613
Cardi B & Megan Thee Stallion,WAP,32960,0.4452508417016341,0.4390451729119107
Adele,Easy On Me,260648,0.3055835387177378,0.6542484793182355
Polo G,Rapstar,62581,0.6117162854599137,0.11106872697648584
Ed Sheeran,Bad Habits,62702,0.4318384550145733,0.9172558485810388
Kate Bush,Running Up That Hill (A Deal With God),212853,0.4801775979321846,0.8965979658226899
Bad Bunny & Chencho Corleone,Me porto bonito,51362,0.9267103075739053,0.6548581292308965
Jelly Roll,Need A Favor,292399,0.9560431910459094,0.11823365825696941
Jack Harlow,First Class,239096,0.6849968505937386,0.3672839935279143
Jelly Roll,Need A Favor,282115,0.8891143759093741,0.8635048281855602
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,32266,0.5390288597825322,0.7350423946222758
WizKid & Justin Bieber & Tems,Essence,285456,0.017437483471450244,0.13165709770727252
Beyonce,Cuff It,114378,0.6346921195039057,0.7460383552307367
Ariana Grande,Positions,5866,0.6776809996200553,0.7537318348809277
Luke Combs,The Kind of Love We Make,128433,0.77077599506244,0.09550395445723414
Steve Lacy,Bad Habit,158831,0.6176652948517422,0.4651960309194585
Doja Cat,Woman,143735,0.22558574108774665,0.15214946427205223
Steve Lacy,Bad Habit,163447,0.34124414873801945,0.08058133911190535
Coldplay & BTS,My Universe,148280,0.391640793335172,0.7861233408938604
Kate Bush,Running Up That Hill (A Deal With God),73497,0.6006220192396544,0.0872417612814167
Morgan Wallen,Sand In My Boots,55133,0.32160524227512854,0.2902947847394549
Ed Sheeran,Shivers,162388,0.2353660514636604,0.27505298778318366
Gabby Barrett & Charlie Puth,I Hope,286176,0.7644855777286578,0.3345607714669938
Post Malone,Chemical,112391,0.8094730490464075,0.11487121353406848
Bad Bunny,Titi me pregunto,260257,0.915751113530513,0.12669254324285972
The Weeknd & Ariana Grande,Save Your Tears,245730,0.744201788619485,0.6521894790537975
Topic & A7S,Breaking Me,98150,0.8034809370349377,0.3939019079043089
Taylor Swift,Lavender Haze,242793,0.41918884404366363,0.5414861323951595
Drake & Lil Durk,Laugh Now Cry Later,290003,0.3812522413171078,0.47749128186587675
SZA,Kill Bill,15751,0.3772965056270643,0.6232348097432474
Chris Brown & Young Thug,Go Crazy,86686,0.5706995291848401,0.46166763601463523
Lil Nas & Jack Harlow,Industry Baby,207186,0.13127072421689479,0.07261678093511914
Justin Bieber & Daniel Caesar & Giveon,Peaches,165871,0.3309953704351032,0.3991562555023598
BTS,Butter,68729,0.03296520003063874,0.1852304383859048
Rema & Selena Gomez,Calm Down,226128,0.9025499050260423,0.05266604167727773
Lil Mosey,Blueberry Faygo,279594,0.011459047396352728,0.3532921810712405
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,120619,0.2672641485273264,0.910338506266741
Jack Harlow,First Class,63892,0.8769717028536359,0.8013442531248176
Doja Cat,Paint The Town Red,279493,0.764035816406926,0.971748326499741
Olivia Rodrigo,Good 4 U,284929,0.7919573001655495,0.012054558605988142
Coi Leray,Players,204272,0.9306335647739324,0.7679959922538936
Drake & Lil Durk,Laugh Now Cry Later,67058,0.3448315009033712,0.8895660412144529
DJ Ti.sto,The Business,160383,0.2762141643884065,0.9550996466306811
Gunna,Fukumean,267541,0.9405629257399843,0.45312118768872933
The Ronettes,Sleigh Ride,274835,0.057305838956198896,0.17651504889438974
Bailey Zimmerman,Rock And A Hard Place,3266,0.5093719807635998,0.7163531631906002
Tom Odell,Another Love,270596,0.7957789639405887,0.47326291843842105
The Ronettes,Sleigh Ride,135665,0.2802082830338808,0.7406655231766368
Joji,Glimpse Of Us,171424,0.4580653133086393,0.4841853429226687
Fifty Fifty,Cupid,263377,0.4248270178018976,0.023039613989567553
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,121786,0.2372185185117044,0.04535812712475551
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,238791,0.3170118236688345,0.11881587506821878
Post Malone & Doja Cat,I Like You (A Happier Song),178634,0.13277109420148792,0.07052923768022146
Drake & Lil Durk,Laugh Now Cry Later,117038,0.3603340748806896,0.5642297137193386
Future & Drake & Tems,WAIT FOR U,109169,0.9886048101455225,0.5699091182177786
Morgan Wallen,You Proof,205552,0.4627607619440114,0.6761499589690889
Post Malone & Doja Cat,I Like You (A Happier Song),208150,0.05089347385785725,0.8470064317577034
Saweetie & Doja Cat,Best Friend,7978,0.6508665851475078,0.6543890210653847
Zach Bryan,Something In The Orange,274568,0.32969950351383304,0.2546539430952989
Taylor Swift,Anti-Hero,266942,0.020532034455624126,0.21077891564057594
Burl Ives,A Holly Jolly Christmas,21537,0.5131799567714342,0.6904264976832316
Glass Animals,Heat Waves,103328,0.05288398328773436,0.7774241258876468
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),62523,0.6561634461490921,0.5495154328616476
Kodak Black,Super Gremlin,224603,0.9658712558200067,0.21417100920077092
Cardi B & Megan Thee Stallion,WAP,154677,0.4505602549164959,0.03975517137493512
Coldplay & BTS,My Universe,294123,0.4176202954875877,0.592466423075043
Justin Bieber,Ghost,243605,0.46902420929161204,0.2053020188629976
Taylor Swift,Lavender Haze,13819,0.8275830204395602,0.7758190052523052
Rihanna,Lift Me Up,219319,0.6283049330901981,0.7907714237816779
WizKid & Justin Bieber & Tems,Essence,102671,0.37594652276655804,0.4333208855042925
Dua Lipa,Dance The Night,248546,0.9807434339051251,0.04192666641933229
Luke Combs,Forever After All,200278,0.9390040797298648,0.3617796029543129
Giveon,Heartbreak Anniversary,111134,0.29863331705223717,0.734674535258535
DaBaby & Roddy Ricch,Rockstar,59955,0.12371315945157946,0.2670285248603148
Rema,Calm Down,20900,0.32592556764481395,0.5768608517304417
Jack Harlow & DaBaby & Tory Lanez & Lil' Wayne,WHATS POPPIN,148100,0.34729735160001984,0.8766322270548608
Harry Styles,Late Night Talking,177912,0.38197515918987546,0.7967863084667085
Giveon,Heartbreak Anniversary,70500,0.200846654186689,0.029687592423111364
Ariana Grande,Santa Tell Me,107540,0.13867511006848432,0.821519117576847
The Weeknd & Ariana Grande,Die For You,254765,0.12712756136774017,0.11082611881224858
Trevor Daniel,Falling,52021,0.7758586845506003,0.522742690925726
Taylor Swift,Anti-Hero,248395,0.07637233870783422,0.13936659213287284
SZA,Snooze,87027,0.5790323415155686,0.17118740964319756
Jack Harlow & DaBaby & Tory Lanez & Lil' Wayne,WHATS POPPIN,206850,0.916799358648888,0.18400593403811916
BTS,Dynamite,93502,0.4735043577331075,0.9399536464957362
PinkPantheress & Ice Spice &Boy's A Liar,Pt. 2,175494,0.40703206640548406,0.6588335766891161
Morgan Wallen,Thinkin' Bout Me,234509,0.8521393190691257,0.6014350912019395
Olivia Rodrigo,Traitor,267177,0.2543739700886015,0.028553592448860576
Morgan Wallen,Thought You Should Know,197508,0.9071849365036,0.8163630814512426
Steve Lacy,Bad Habit,106294,0.9155300346718206,0.43395728258250876
Sam Smith & Kim Petras,Unholy,44576,0.9765952944719242,0.9866514251318994
Acraze & Cherish,Do It To It,92112,0.33705599223356486,0.5634599034719266
Pop Smoke,What You Know Bout Love,153186,0.9264506784138683,0.9052662489458176
Powfu & Beabadoobee,Death Bed,11466,0.8670411936434388,0.9576227929103222
Pop Smoke & Lil Baby & DaBaby,For The Night,72295,0.4940423939855172,0.5462951751539187
Olivia Rodrigo,Deja Vu,95882,0.07389663257106005,0.35750655915678664
Apache 207,Roller,294296,0.12551045750500767,0.01245826076225598
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,193948,0.10835870622780319,0.2005017728241848
Beyonce,Break My Soul,77312,0.33292125257821614,0.428455486870287
Saweetie & Doja Cat,Best Friend,125446,0.1290096759951307,0.25302505862508184
Tate McRae,You Broke Me First,173352,0.9535614022273369,0.739458008024963
David Kushner,Daylight,155821,0.1538840588392948,0.42783283650834725
Lil Uzi Vert,Just Wanna Rock,28365,0.6395686636880501,0.7878064386876451
Farruko,Pepas,65123,0.9159524220182368,0.6172068503566774
Bobby Helms,Jingle Bell Rock,193526,0.24622105947896955,0.20390870092301938
Dua Lipa,Break My Heart,180717,0.31775586683456014,0.24506215673568166
CJ,Whoopty,167731,0.28910741153781816,0.2812227265868624
Surf Mesa & Emilee,ILY (I Love You Baby),289706,0.10462841619807706,0.008480807048943495
Carolina Gaitan & Mauro Castillo & Adassa & Rhenzy Feliz & Diane Guerrero & Stephanie Beatriz,We Don't Talk About Bruno,163560,0.16720064709059634,0.4852390367386109
Em Beihold,Numb Little Bug,123096,0.5832797459193395,0.34997880056397135
Nat King Cole,The Christmas Song (Merry Christmas To You),266279,0.35888849781386456,0.5130491511009057
Adele,Easy On Me,159752,0.5173311031426852,0.14904178961224068
Lil Mosey,Blueberry Faygo,170055,0.5946261389594222,0.28912352441425426
Zach Bryan,Something In The Orange,230503,0.9068403435621912,0.09566089745344941
The Weeknd,Blinding Lights,58739,0.48884572595153064,0.6148643182724067
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,155902,0.7949379073963571,0.12998670569244541
Doja Cat & The Weeknd,You Right,140211,0.20309872363516812,0.3312908324554964
Lil Mosey,Blueberry Faygo,49111,0.9243032363870801,0.07244543814282434
Tones & I,Dance Monkey,220021,0.120693252899712,0.2872079154259972
Rihanna,Lift Me Up,177516,0.14652613403703874,0.211584712521098
Jordan Davis & Luke Bryan,Buy Dirt,296884,0.4361771848772703,0.9894851774981852
Billie Eilish,Therefore I Am,273915,0.5728286235032983,0.9518050392010273
Future & Drake & Tems,WAIT FOR U,101265,0.08026773458244385,0.8924817682598196
Meghan Trainor,Made You Look,160006,0.6607554786956961,0.03600293471025895
Drake & 21 Savage,Rich Flex,90032,0.09839629996345545,0.4520972861771393
Billie Eilish,everything i wanted,102215,0.6191523503376498,0.8894112451407149
Libianca,People,255968,0.13959972681775257,0.9273705749419846
Fifty Fifty,Cupid,261022,0.5254906944914541,0.6062087850436269
Steve Lacy,Bad Habit,193792,0.2659627903471974,0.5754622503903557
Beyonce,Cuff It,237704,0.4422460242313805,0.6281687800469642
Doja Cat,Need To Know,109263,0.2714354296706005,0.7638509598998303
Roddy Ricch,The Box,262161,0.20744218847157836,0.7887364837064331
Arizona Zervas,Roxanne,124017,0.16902823280118473,0.41803470134573784
Harry Styles,As It Was,213318,0.057108039633846475,0.209019276916252
Zach Bryan,Something In The Orange,206597,0.50045440039758,0.46615879331173926
Morgan Wallen,Wasted On You,242856,0.4550691146917021,0.7777498444863102
Pop Smoke & Lil Baby & DaBaby,For The Night,25098,0.8962118157055292,0.6512928905000973
Drake & 21 Savage & Project Pat,Knife Talk,270920,0.991885430915902,0.3684370602854101
Olivia Rodrigo,Drivers License,165056,0.9999001190865061,0.8542129926376716
The Killers,Mr Brightside,250289,0.8280901580725687,0.6017899195094951
Gabby Barrett & Charlie Puth,I Hope,254900,0.669516081611066,0.9644808222190077
The Weeknd,Take My Breath,13903,0.6660033621635665,0.4793265224462069
Acraze & Cherish,Do It To It,104376,0.27449911886678047,0.22085036603761998
Surf Mesa & Emilee,ILY (I Love You Baby),64815,0.01957563391830941,0.3597455249930165
Nicky Youre & dazy,Sunroof,168318,0.965914718355936,0.3767410221220857
Drake & 21 Savage,Rich Flex,71891,0.7804811614625877,0.9830797617745486
Roddy Ricch,The Box,35802,0.36592834333333657,0.9937766860078886
OneRepublic,I Ain't Worried,645,0.0037859097795112095,0.2814869014396896
Raye & 070 Shake,Escapism,156110,0.7493804936047307,0.24147563043212372
Doja Cat,Vegas,131359,0.6281869068679705,0.3323481248368687
Lizzo,About Damn Time,124822,0.5897759563678815,0.8762716773055075
Lil Tjay & 6LACK,Calling My Phone,172356,0.8050529545002193,0.6487438134871183
Dua Lipa,Break My Heart,163662,0.6388625704569364,0.680845771121405
Lil Mosey,Blueberry Faygo,265216,0.42344675979830404,0.8921194187570363
Taylor Swift,Anti-Hero,33198,0.4066412918349457,0.7257014766143886
Tom Odell,Another Love,46175,0.3169607520886616,0.8558885161204186
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,247093,0.19896772150954056,0.3659964136414241
Dove Cameron,Boyfriend,69016,0.6352153315070633,0.9658126539444503
The Kid LAROI,Without You,259074,0.9965960192051763,0.49397631058207525
24kGoldn & Iann Dior,Mood,194480,0.102205514733259,0.4114105968074844
Dua Lipa & DaBaby,Levitating,247688,0.4381613384521795,0.5557372021305267
Roddy Ricch,The Box,178485,0.2408733345357843,0.7237872353007679
Coldplay & BTS,My Universe,175927,0.16443963555272512,0.8878863089878111
Libianca,People,127510,0.9953832039521934,0.7038868125997755
The Ronettes,Sleigh Ride,70643,0.7835364820381999,0.943492379939318
Apache 207,Roller,195278,0.5787711361250609,0.27038133152842037
The Weeknd & Ariana Grande,Save Your Tears,52480,0.9110627631287782,0.597146307841756
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),30169,0.8008844990634293,0.8121530844624292
Jelly Roll,Need A Favor,51851,0.5059554157198362,0.7530588555251468
Powfu & Beabadoobee,Death Bed,82003,0.4106272765872644,0.875306564317148
Jack Harlow & DaBaby & Tory Lanez & Lil' Wayne,WHATS POPPIN,175968,0.6366807843998448,0.8661436870411948
Em Beihold,Numb Little Bug,265815,0.29181038960790184,0.9530329757367687
Imagine Dragons & JID,Enemy,283052,0.40714280208135967,0.9929307350173256
SZA,Kill Bill,132422,0.3732724003550758,0.2320676170123548
Roddy Ricch,The Box,98731,0.920991240736318,0.19551146300271138
Maneskin,Beggin',272548,0.1134013424668564,0.23590995822134198
Raye & 070 Shake,Escapism,32997,0.18957761632074555,0.5825777544717257
Lil Uzi Vert,Just Wanna Rock,210505,0.7508827445258228,0.9433712138706383
Harry Styles,Late Night Talking,227886,0.27483746696398437,0.1884065528927409
The Weeknd & Ariana Grande,Die For You,251838,0.25171446994441904,0.5283854608413279
Lil Mosey,Blueberry Faygo,138694,0.4926128085440161,0.14480196140888546
Nicky Youre & dazy,Sunroof,70643,0.08464318762211709,0.2495558071209667
PinkPantheress & Ice Spice &Boy's A Liar,Pt. 2,108696,0.5606074264362771,0.6588355139836516
Chris Brown & Young Thug,Go Crazy,223396,0.8930865785910176,0.5289100223485578
Doja Cat & Nicki Minaj,Say So,268942,0.18677516593308785,0.7374166228770179
Rosa Linn,Snap,167765,0.8173376311493529,0.5853911475706316
Meghan Trainor,Made You Look,165374,0.808771147853296,0.3965832323458818
Morgan Wallen,Thinkin' Bout Me,72536,0.1678055193040202,0.8723515863708351
Michael Buble,It's Beginning To Look A Lot Like Christmas,256957,0.3120894757016076,0.4680629117830435
Raye & 070 Shake,Escapism,63458,0.5080545667264645,0.47291250829118925
Joel Corry & MNEK,Head & Heart,270281,0.11310959874986248,0.34341063513329273
BTS,Dynamite,273431,0.6586019368694915,0.016121195965333124
Toosii,Favorite Song,183124,0.3729352635954063,0.5982939728370341
Harry Styles,Watermelon Sugar,184046,0.9808367881947776,0.8723858850583279
Future & Drake,Life Is Good,277482,0.05730097435514958,0.5818816864698185
Lil Nas X,Montero (Call Me By Your Name),160280,0.826373305568227,0.2773050946160056
Rema,Calm Down,53970,0.12154638997078082,0.337840258615688
Chris Brown & Young Thug,Go Crazy,41570,0.11431634405747992,0.15467321041964444
Fifty Fifty,Cupid,51096,0.27454082720873085,0.43861525104987054
Lewis Capaldi,Before You Go,49520,0.10891948254410277,0.5508619350035423
Drake & 21 Savage,Jimmy Cooks,101209,0.24138156848231118,0.3827781447741897
SAINt JHN,Roses (Imanbek Remix),235994,0.7442513726708982,0.2942940367432273
WizKid & Justin Bieber & Tems,Essence,99081,0.5594864620284061,0.600487723459391
Lil Uzi Vert,Just Wanna Rock,151517,0.3203257788328895,0.3416521132419509
Harry Styles,Adore You,57399,0.7385577829039854,0.2668866308665311
Justin Bieber & Chance The Rapper,Holy,86312,0.0009447771078003875,0.45368602737448116
The Ronettes,Sleigh Ride,77935,0.6200311222232224,0.7103895844889954
Kate Bush,Running Up That Hill (A Deal With God),6914,0.1368318136419704,0.3873165634679775
Post Malone,Chemical,58642,0.017733382563095312,0.17563552200026744
Kelly Clarkson,Underneath The Tree,161811,0.9465982207134606,0.9431543024403763
