artist,track_name,duration_ms,danceability,energy
Pop Smoke & Lil Baby & DaBaby,For The Night,252663,0.32005228060441515,0.4752099759782227
Elton John & Dua Lipa,Cold Heart,163801,0.00035073243553174205,0.5740264744782417
Jordan Davis & Luke Bryan,Buy Dirt,3131,0.6151276757175865,0.4929178580051943
Fireboy DML & Ed Sheeran,Peru,232269,0.20873472831873496,0.6356626869184133
Olivia Rodrigo,Traitor,47180,0.8441899855764424,0.9594032043002048
Ed Sheeran,Eyes Closed,14492,0.4989290711164748,0.8444857508518024
Cardi B,Up,251037,0.06459666221784599,0.1319350048676352
Glass Animals,Heat Waves,214890,0.17871839589321525,0.9935769589928644
Doja Cat & SZA,Kiss Me More,261200,0.4432444637898042,0.03480071717943045
Wham!,Last Christmas,220651,0.7684511444921694,0.4805260650771318
Luke Combs,The Kind of Love We Make,186155,0.39977299099224006,0.7642533749382688
Luke Combs,Fast Car,281338,0.32757296065630437,0.9883236742411063
Lil Mosey,Blueberry Faygo,132238,0.80197028518285,0.10573434267076842
Jack Harlow,First Class,149599,0.42567322927133855,0.507522142490175
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,154871,0.44857670947106554,0.02626645321953114
Luke Combs,Forever After All,298620,0.5940662002139595,0.43602465196308215
Camila Cabello & Ed Sheeran,Bam Bam,5532,0.6696140498067443,0.8274443260767512
Ed Sheeran,Bad Habits,123057,0.3504888108599574,0.07377303967857174
Dua Lipa & DaBaby,Levitating,200804,0.6674312485730164,0.2896010654711533
SZA,Snooze,21403,0.06417469648359297,0.09577482944014304
Lewis Capaldi,Before You Go,64288,0.13437331888091752,0.06705961902191093
Oliver Tree & Robin Schulz,Miss You,129502,0.12872784400166104,0.9531919477017193
Lil Uzi Vert,Just Wanna Rock,254193,0.6688927513964025,0.3796524070593106
Future & Drake,Life Is Good,109634,0.7885568697825881,0.7391465827474746
Coi Leray,Players,225567,0.09418334154961605,0.7739114609167489
Michael Buble,It's Beginning To Look A Lot Like Christmas,190477,0.08259293212891239,0.7330886215733027
Farruko,Pepas,297046,0.22626574200867366,0.3394340989199184
Dua Lipa,Break My Heart,52122,0.6332192922251558,0.23663757441342026
Ed Sheeran,Bad Habits,104471,0.7338033748933313,0.030215232007109738
Lil Nas & Jack Harlow,Industry Baby,183879,0.9062875109988693,0.81850824497944
Mariah Carey,All I Want For Christmas Is You,104926,0.3447287482951278,0.006657787658910119
Dua Lipa,Dance The Night,128088,0.9390513681237459,0.35023975897219095
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,55623,0.3544888626584197,0.2154466415472298
Glass Animals,Heat Waves,291516,0.8679875684532418,0.5642747487423824
Doja Cat,Need To Know,233874,0.9608951494730636,0.6209477135628638
Jose Feliciano,Feliz Navidad,234946,0.5768390497075406,0.09705040636917217
24kGoldn & Iann Dior,Mood,175523,0.109457253530298,0.8917480953991245
Chris Brown & Young Thug,Go Crazy,76028,0.6302437929354429,0.8180370098851485
Lost Frequencies & Calum Scott,Where Are You Now,89081,0.27209761637863683,0.199037073912126
Maroon 5,Memories,44398,0.5369054650813959,0.886810337206985
Miguel,Sure Thing,8673,0.09974956092298093,0.9141506644964267
Rihanna,Lift Me Up,228402,0.4603209671949743,0.592803315807288
JVKE,golden hour,6858,0.07283009197960966,0.015785586561330667
Dove Cameron,Boyfriend,248799,0.2128001512922928,0.5880042614375619
Ava Max,Kings & Queens,107142,0.4082395515887596,0.8961365062754645
Apache 207,Roller,298681,0.029705563810597968,0.39799561352456747
Drake,Toosie Slide,278473,0.5940910615773576,0.9072629501903596
Maneskin,Beggin',196369,0.4885033923660733,0.14569390615961542
Dua Lipa,Break My Heart,88343,0.5775410673735502,0.898383506587665
Michael Buble,It's Beginning To Look A Lot Like Christmas,114181,0.15323456437166083,0.9576535569763129
Doja Cat & SZA,Kiss Me More,264602,0.677695683019234,0.16110120879185974
Pop Smoke & Lil Baby & DaBaby,For The Night,150855,0.23434825198790676,0.355196124962614
Morgan Wallen,Thought You Should Know,203312,0.5380053948172959,0.2320498729064927
Raye & 070 Shake,Escapism,8346,0.7540835825970905,0.3989087433516487
Lewis Capaldi,Before You Go,27238,0.1814243115019103,0.16415173368132685
Em Beihold,Numb Little Bug,182650,0.5519888379430236,0.1500103311976998
Olivia Rodrigo,Good 4 U,46258,0.9902581115417196,0.6214422207872171
DaBaby & Roddy Ricch,Rockstar,294159,0.014048564373681294,0.04366471490484636
Zach Bryan & Kacey Musgraves,I Remember Everything,127848,0.5589782760507152,0.23270047226014878
Trevor Daniel,Falling,261982,0.9239186875951422,0.9812582480268982
Kodak Black,Super Gremlin,4730,0.5625643549502599,0.5717613040215725
Em Beihold,Numb Little Bug,54683,0.9748952362359993,0.0205319107310471
DJ Ti.sto & Ava Max,The Motto,164198,0.10607150796821208,0.41506781694275086
OneRepublic,I Ain't Worried,267783,0.04453719246782395,0.9719944057691001
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,85257,0.9062579138461967,0.5756622241713435
Ed Sheeran,Shivers,268144,0.3229674383268982,0.9266111570846469
Drake,Toosie Slide,170574,0.5454633026073917,0.07110067728669889
24kGoldn & Iann Dior,Mood,198465,0.7020048296190561,0.44345698035310566
Masked Wolf,Astronaut In The Ocean,121911,0.5826096079776102,0.6599314302620014
Libianca,People,94808,0.7366708201896618,0.33730292806926276
24kGoldn & Iann Dior,Mood,99029,0.4618755644775754,0.07388835088034074
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,192381,0.04070806630155521,0.038739357350713655
Nathan Evans,Wellerman,188216,0.17076237846077158,0.3773815929577542
Tom Odell,Another Love,268831,0.10419621830320713,0.7556632794042453
Ariana Grande,Positions,91463,0.5880191037447458,0.19413590970013628
Lil Nas & Jack Harlow,Industry Baby,52298,0.08417525277414106,0.8795996274413401
Lil Tjay & 6LACK,Calling My Phone,152794,0.1674794431107055,0.6505492076027684
Zach Bryan,Something In The Orange,24281,0.4349241852946889,0.5877469886204199
Burl Ives,A Holly Jolly Christmas,73559,0.8193501410355827,0.9209632810661836
Tate McRae,You Broke Me First,290265,0.6969442317887266,0.7575415941648707
Doja Cat,Vegas,278971,0.9681214002221817,0.7993692982230304
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,270263,0.7164703817667197,0.022936070556300425
Kane Brown With Katelyn Brown,Thank God,268324,0.3931524534167776,0.16624186805803975
Kane Brown With Katelyn Brown,Thank God,130725,0.8264542037425926,0.4080579283361667
Oliver Tree & Robin Schulz,Miss You,197327,0.9087452898021077,0.34128824096074517
Shouse,Love Tonight,139300,0.7474243265681295,0.0912375955581266
Gayle,abcdefu,180975,0.17908880439517472,0.8852449938891357
JVKE,golden hour,256573,0.15434577086960244,0.7568875641057821
Miley Cyrus,Midnight Sky,292902,0.14139619917853918,0.8764106302599867
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,77683,0.970859647730874,0.6471635331899449
Fifty Fifty,Cupid,224878,0.01444663785278466,0.1779874221769565
24kGoldn & Iann Dior,Mood,199073,0.56848030943102,0.6349636230698739
Morgan Wallen,Thinkin' Bout Me,224932,0.7728691536984873,0.7910356859619441
Rema & Selena Gomez,Calm Down,140168,0.6190127015457454,0.31703867820363185
Miley Cyrus,Midnight Sky,20645,0.39967099258682137,0.39809863032211734
Olivia Rodrigo,Drivers License,184395,0.723827280615122,0.9284749970754406
Eslabon Armado & Peso Pluma,Ella Baila Sola,76879,0.5910909760856097,0.9800652318892518
Maren Morris,The Bones,151947,0.9438238775417769,0.9708673912168069
Drake & 21 Savage & Project Pat,Knife Talk,231062,0.18220348739001269,0.13238200330570893
Ed Sheeran,Shivers,50113,0.8721249419541607,0.34175149073197875
Coi Leray,Players,266349,0.6665789395625065,0.2946386219148617
Em Beihold,Numb Little Bug,289596,0.4547335325328694,0.5973003639557997
Camila Cabello & Ed Sheeran,Bam Bam,276170,0.8028249393164975,0.7890804711387196
Billie Eilish,Happier Than Ever,18124,0.9112656523607174,0.8424695933087205
Drake & Lil Durk,Laugh Now Cry Later,254487,0.8699317522388857,0.2455231137482422
Lil Nas X,Thats What I Want,254216,0.3631438654759582,0.1941613746712222
Metro Boomin, The Weeknd & 21 Savage,Creepin',26890,0.633057713554885,0.29650771961895317
Ed Sheeran,Eyes Closed,238453,0.45261389381461015,0.2542033373840763
Justin Bieber & Chance The Rapper,Holy,178582,0.7743106411363386,0.5826732985204701
Billie Eilish,Happier Than Ever,21811,0.5688744022009568,0.5583123887096756
Post Malone,Circles,66468,0.4728764248774978,0.9821676902143001
Zach Bryan,Something In The Orange,263510,0.15200097687955683,0.8026157073668507
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,78707,0.5472000196465822,0.5053069906288254
Taylor Swift,Lavender Haze,200927,0.7028820205510308,0.1471517384879245
Metro Boomin, The Weeknd & 21 Savage,Creepin',62933,0.4972907506181592,0.45198019187916394
Roddy Ricch,The Box,277142,0.3268268711525947,0.5688903054482076
Sam Smith & Kim Petras,Unholy,188526,0.6523266395022351,0.21351820641237163
Harry Styles,Watermelon Sugar,151578,0.09144474593619001,0.43894705387634947
Kenya Grace,Strangers,280583,0.9595119823837234,0.7504617370913185
Imagine Dragons & JID,Enemy,290401,0.31181749166304085,0.5463293969878665
Kane Brown With Katelyn Brown,Thank God,215460,0.9993325359567627,0.0703213417821712
Cole Swindell,She Had Me At Heads Carolina,104534,0.9907927845671176,0.2257391061773919
Gayle,abcdefu,63634,0.9017032703886114,0.30899668142729786
Post Malone,Chemical,185002,0.032054194752815235,0.6239416054435807
Raye & 070 Shake,Escapism,237622,0.6151052699122117,0.9549512848218111
Morgan Wallen,Sand In My Boots,71204,0.6186525280227243,0.12934036774480773
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,246933,0.9341187067255442,0.564169357101172
BTS,Dynamite,86280,0.5323657568377269,0.3427030229194836
Luke Combs,The Kind of Love We Make,295164,0.7093875495954575,0.6577196029943105
Doja Cat & SZA,Kiss Me More,89165,0.5054482935875523,0.2905416552446062
Saweetie & Doja Cat,Best Friend,138999,0.5964039661384659,0.21443803353623248
Wham!,Last Christmas,268928,0.18705257859908808,0.6171249728231282
Libianca,People,249375,0.3807617979921101,0.4633368678276446
Luke Combs,Fast Car,233394,0.9529104717071328,0.30317674619318635
Lost Frequencies & Calum Scott,Where Are You Now,272367,0.6582179657711089,0.5188458205623367
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,218338,0.9871103427450583,0.24556534044268452
Roddy Ricch,The Box,251760,0.649983399215211,0.9525399635057882
Harry Styles,Adore You,43946,0.9865817243148489,0.566596153811236
Acraze & Cherish,Do It To It,166641,0.6566876662661391,0.9013229448468394
Lil Tjay & 6LACK,Calling My Phone,159605,0.7336958167635648,0.95350519121805
Rosa Linn,Snap,97027,0.0012158483292192823,0.5281507155859948
Taylor Swift,Lavender Haze,227812,0.41677336337907955,0.09875512039429313
Gayle,abcdefu,192853,0.7056307334707447,0.561900360888953
Oliver Tree & Robin Schulz,Miss You,16565,0.26935736784732633,0.3723625523264775
Post Malone,Chemical,73591,0.5159795953784749,0.5332551085799236
The Weeknd & Ariana Grande,Die For You,29274,0.3878009624633413,0.24008703727543368
Bad Bunny & Chencho Corleone,Me porto bonito,32686,0.32210708053123316,0.7432658821674151
Meghan Trainor,Made You Look,285013,0.22673221428085355,0.2102944106586494
Toosii,Favorite Song,164926,0.3981395734984038,0.3256142166103163
Ed Sheeran,Shivers,106592,0.3954053179515997,0.025211116012180512
SAINt JHN,Roses,117072,0.26572658764472457,0.2164235545446106
Luke Combs,Forever After All,163768,0.963705844310142,0.919134087894445
David Guetta & Bebe Rexha,I'm Good (Blue),98394,0.5067789880260102,0.03145051608898486
Nat King Cole,The Christmas Song (Merry Christmas To You),128472,0.16870377465144493,0.2510267099133462
Luke Combs,Forever After All,10103,0.19410995439272827,0.535107856898052
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,296625,0.36619074431362986,0.007667389710507844
Doja Cat & The Weeknd,You Right,190514,0.0991757850758338,0.3120797753484241
Lil Tjay & 6LACK,Calling My Phone,102773,0.8586248410711584,0.20059651739751394
Drake & 21 Savage,Rich Flex,43162,0.6698321903879227,0.14447049587068905
Cole Swindell,She Had Me At Heads Carolina,25917,0.48924463756708014,0.8197293637228616
Bad Bunny & Jhay Cortez,Dakiti,243195,0.4807874960719122,0.669437534663565
Lil Nas X,Montero (Call Me By Your Name),78691,0.4382104558351151,0.28985607910772504
Walker Hayes,Fancy Like,144163,0.19945374411151207,0.5116641496845447
Nicki Minaj & Ice Spice with Aqua,Barbie World,87931,0.3013788935724666,0.4755205494327256
WizKid & Justin Bieber & Tems,Essence,93689,0.9574736520581132,0.21341398219128016
Lewis Capaldi,Before You Go,112561,0.5002027702604906,0.24445706264322575
Ava Max,Kings & Queens,207051,0.8991366550821643,0.998015210055371
Miguel,Sure Thing,238945,0.5451398438833905,0.2724946321501821
Lil Tjay & 6LACK,Calling My Phone,36168,0.252796907529234,0.7881633588373823
Olivia Rodrigo,Good 4 U,216865,0.293650870422704,0.22509206829500494
AJR,Bang!,22909,0.8478094997120452,0.21421427996720976
Shouse,Love Tonight,92010,0.5315885393354294,0.019005007682538877
Shouse,Love Tonight,84328,0.7015938214985513,0.2673602134830184
The Ronettes,Sleigh Ride,85702,0.17146975267020614,0.28011589559654626
Miley Cyrus,Flowers,126950,0.4094952795937047,0.9466987379331903
Latto,Big Energy,146819,0.2194705786357286,0.48988098648257805
Topic & A7S,Breaking Me,186016,0.8356641730249686,0.20546029550908218
Post Malone & Doja Cat,I Like You (A Happier Song),144943,0.29519547569344784,0.5422958745531267
Steve Lacy,Bad Habit,27861,0.07141005431139591,0.5126508483091619
Tate McRae,She's All I Wanna Be,257165,0.8701300192562221,0.6972495863860853
Adele,Easy On Me,57830,0.6534355242282884,0.9903427074126032
Imagine Dragons & JID,Enemy,22710,0.7598380422876824,0.1528732868270254
Morgan Wallen,Wasted On You,65116,0.07166138802540323,0.7258001744300733
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,293405,0.508072518803224,0.4732831830359153
Rema,Calm Down,258793,0.4497048636642902,0.3207253329301588
Steve Lacy,Bad Habit,257619,0.3494126722109724,0.15282044451062637
Morgan Wallen,Thought You Should Know,127852,0.7193560147232667,0.7633180541664205
The Kid LAROI,Without You,66691,0.5987412179790664,0.6895541048709848
Tate McRae,Greedy,188178,0.7877349634592962,0.9642315835304995
Tate McRae,You Broke Me First,238043,0.8310530031471376,0.9895763333543286
Kane Brown With Katelyn Brown,Thank God,198265,0.6168735561857235,0.3385774012030983
Justin Bieber,Ghost,90081,0.46672548403571545,0.09928030484828998
The Weeknd,Blinding Lights,185344,0.8425182100625296,0.5170205517103921
Lewis Capaldi,Before You Go,97130,0.8944281649474949,0.1345716740512004
Gunna,Fukumean,299692,0.8868465821682221,0.4495615208003829
Glass Animals,Heat Waves,226939,0.42124330178755653,0.9898735238048953
Dua Lipa & DaBaby,Levitating,71181,0.09780872678022512,0.19288749557016138
Joji,Glimpse Of Us,294754,0.35239702283255747,0.2367037778415605
Luke Combs,Fast Car,241142,0.7401552914347794,0.7482680643430042
Justin Bieber & Daniel Caesar & Giveon,Peaches,27656,0.5385887507513735,0.9705444378434753
Tom Odell,Another Love,203824,0.3967866409653167,0.5448764422360769
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,197389,0.1470213000526801,0.9530065701022611
Doja Cat,Vegas,60287,0.9794274853311367,0.39075895967600294
Morgan Wallen,Sand In My Boots,53979,0.9931623924311805,0.27583431754608323
Acraze & Cherish,Do It To It,289551,0.310083588570649,0.9982694762059517
Polo G,Rapstar,7902,0.7836833582133852,0.14980037857941841
Olivia Rodrigo,Deja Vu,282819,0.8636815143459982,0.2306590079305234
SAINt JHN,Roses (Imanbek Remix),165055,0.28564931670974103,0.9363287741214011
Morgan Wallen,Thinkin' Bout Me,51592,0.5813545848507127,0.8757558179168092
Wham!,Last Christmas,37744,0.9833464780545755,0.8471650403147671
Post Malone,Circles,12940,0.16796391029041213,0.2421589115808911
Doja Cat,Need To Know,230119,0.06061104174929355,0.04818173372352397
Billie Eilish,What Was I Made For?,242335,0.20873104555502853,0.0075466069972500716
Maroon 5,Memories,258003,0.35614722571405544,0.13513308672804236
Lil Nas & Jack Harlow,Industry Baby,245857,0.5122601877767632,0.5852822425232568
Doja Cat,Paint The Town Red,201652,0.23805462799131027,0.8375467291563989
Kane Brown With Katelyn Brown,Thank God,149540,0.13345898260340683,0.6967264345565088
Maroon 5,Memories,4170,0.22105586216766315,0.8698835110193871
Jack Harlow,First Class,279299,0.1875011169162598,0.04012296679626148
Gunna,Fukumean,160716,0.8186160444314805,0.42391389306228533
Oliver Tree & Robin Schulz,Miss You,79565,0.2504144140437856,0.6455543401547833
Walker Hayes,Fancy Like,256311,0.16061423902089134,0.3193148758787816
Luke Combs,The Kind of Love We Make,91022,0.29042954733520776,0.6581323054382072
Nathan Evans,Wellerman,133112,0.44024184235709074,0.721040158066456
Drake & Future & Young Thug,Way 2 Sexy,268938,0.20571076854430292,0.17026386220093703
Dua Lipa,Dance The Night,260347,0.4445289649372062,0.40430790920507553
Tate McRae,Greedy,273309,0.002924803239862217,0.7363612093128153
Powfu & Beabadoobee,Death Bed,244051,0.3019011500165355,0.4712620106540809
Doja Cat & Nicki Minaj,Say So,279274,0.7699611904384317,0.6822125024543927
Dove Cameron,Boyfriend,73044,0.5290962049905538,0.5433700312598291
Billie Eilish,What Was I Made For?,66983,0.5466870964186873,0.7594023549977879
Nathan Evans,Wellerman,297369,0.2374547552271168,0.5826863317772478
Gabby Barrett & Charlie Puth,I Hope,272175,0.35771880923319566,0.19097012083128817
Gunna,Fukumean,68357,0.18034338002200068,0.6657916324425917
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,111128,0.9394395039176284,0.2901242123022024
Jelly Roll,Need A Favor,159039,0.020731947045569576,0.6454674340519772
Miley Cyrus,Flowers,73965,0.620239367093378,0.7327062101192284
Taylor Swift,Anti-Hero,9476,0.6178490965203908,0.034227330869563866
BTS,Dynamite,32810,0.8310144615131175,0.7664118279863575
Doja Cat,Woman,68135,0.3442003834047035,0.40209584514318664
Tones & I,Dance Monkey,183556,0.5813871707441443,0.8541620772006376
Internet Money & Gunna & Don Toliver & NAV,Lemonade,16156,0.5054140843646414,0.022243203434556547
Miley Cyrus,Flowers,223723,0.5272277936505366,0.06831692632634456
Dua Lipa,Dance The Night,245378,0.9252148915596422,0.6073700652072971
Gunna,Fukumean,67913,0.8912054567464379,0.5503440566943946
Bailey Zimmerman,Rock And A Hard Place,184459,0.08300175652331054,0.9495171025272088
Olivia Rodrigo,Drivers License,181401,0.49737133280413637,0.007663971971432648
Drake & Lil Durk,Laugh Now Cry Later,228269,0.7382314192540158,0.8791310029346866
Apache 207,Roller,5006,0.4443466165945026,0.8768841256185559
Rema,Calm Down,224061,0.3630914809430925,0.8407671688448276
Jose Feliciano,Feliz Navidad,2917,0.28693272227663014,0.9735838903661787
Kodak Black,Super Gremlin,50717,0.6890928793589586,0.7767451436624684
Lizzo,About Damn Time,241253,0.8605721195950321,0.7107653969393387
The Killers,Mr Brightside,227662,0.07676485597061189,0.8915195939181643
Ed Sheeran,Eyes Closed,106940,0.7266570148881621,0.8110355008070209
Fireboy DML & Ed Sheeran,Peru,295618,0.7234254402707919,0.3308342142662639
Harry Styles,Adore You,8716,0.4959163777911776,0.502664025691675
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,168401,0.1882693470455229,0.04705006851757132
Roddy Ricch,The Box,40559,0.6334281042248564,0.5148600342622132
Rema & Selena Gomez,Calm Down,146094,0.5898716094990266,0.004139447835629251
Ed Sheeran,Eyes Closed,133725,0.344183579493028,0.6224446588530433
Justin Bieber,Ghost,158815,0.00978084841777982,0.27066818190312103
Doja Cat,Vegas,14574,0.7738047080565129,0.026013318469151336
SZA,Kill Bill,78944,0.8378877605104932,0.9135536061556304
Rema & Selena Gomez,Calm Down,6299,0.9808725881480465,0.691347696101184
Beyonce,Cuff It,89973,0.8231034608000263,0.4286860173159437
Toosii,Favorite Song,175322,0.09359574992657294,0.887275331925139
Dua Lipa,Dance The Night,289463,0.19171625119427915,0.05690133714040657
Morgan Wallen,Last Night,285912,0.026783624303285514,0.9946584399034893
Bad Bunny & Jhay Cortez,Dakiti,52064,0.5040646975539173,0.7118478170415639
Stephen Sanchez,Until I Found You,131044,0.9623102060172721,0.8520947714617948
SZA,Snooze,165273,0.5965318473224853,0.6663078100155053
The Kid LAROI & Justin Bieber,Stay,73296,0.5119492612185699,0.4865582312654503
Powfu & Beabadoobee,Death Bed,161973,0.4255525809027093,0.8625410347054628
Taylor Swift,Anti-Hero,87354,0.02954601868522,0.9541257061698261
Beyonce,Break My Soul,35668,0.6986832047073811,0.20523349444867456
Billie Eilish,Bad Guy,222406,0.15910378088788646,0.40407751059938124
Nicki Minaj & Ice Spice with Aqua,Barbie World,149303,0.4547366380728507,0.8944715534233625
Nathan Evans,Wellerman,85343,0.07291483862371029,0.2625081214368261
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),252655,0.5985799827339727,0.6443167049220481
Cardi B & Megan Thee Stallion,WAP,289286,0.8662380146106048,0.49163314653743695
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,204936,0.7910610668761359,0.5006663782496371
Bad Bunny & Jhay Cortez,Dakiti,67702,0.864823188944326,0.5702865380803912
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,248081,0.6459289782869285,0.7575344056054673
