artist,track_name,duration_ms,danceability,energy
Billie Eilish,Bad Guy,264695,0.02349119877452932,0.17044860840856157
Ariana Grande,Positions,71276,0.9205118220338732,0.5609163900278014
Gabby Barrett & Charlie Puth,I Hope,264965,0.17961695669735223,0.01613736588343473
Jelly Roll,Need A Favor,22867,0.13564010895626255,0.13115726300889707
Beyonce,Cuff It,27037,0.140711934523568,0.6039804355572567
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,74798,0.7821382968764308,0.5715293385445925
Camila Cabello & Ed Sheeran,Bam Bam,146958,0.5045046099701594,0.1504361719108096
Jose Feliciano,Feliz Navidad,278913,0.8466769551027018,0.7779061122739174
Harry Styles,Late Night Talking,165418,0.04867947735618694,0.011574458906029261
Harry Styles,Late Night Talking,124264,0.630232706532507,0.46359757240314825
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,475,0.6815479440593399,0.15041861364393194
Rihanna,Lift Me Up,261338,0.3933655059649529,0.8422116937789367
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,154446,0.3837467585098755,0.4398797105834328
Camila Cabello & Ed Sheeran,Bam Bam,120981,0.42128748376239367,0.572086676978701
Doja Cat,Paint The Town Red,160352,0.6449098055999773,0.5000186229827659
Pop Smoke,What You Know Bout Love,284678,0.11070234587103667,0.27412525542161303
Olivia Rodrigo,Drivers License,209870,0.060962760023709706,0.8126554441329016
Tate McRae,You Broke Me First,223077,0.5678427367140656,0.4298840454470694
Ava Max,Kings & Queens,88095,0.44054203248108226,0.6592515824650605
Bobby Helms,Jingle Bell Rock,292386,0.44663083410161775,0.10055505367559103
Rihanna,Lift Me Up,107987,0.43311918093287805,0.4451169451384571
Doja Cat & Nicki Minaj,Say So,244010,0.21194481389477982,0.6179908907524554
Jelly Roll,Need A Favor,159616,0.33866749561281373,0.3277067560980397
Farruko,Pepas,129575,0.7612792399714962,0.37214618114201825
Andy Williams,It's The Most Wonderful Time Of The Year,176518,0.8863128458563795,0.21203908676015304
Nat King Cole,The Christmas Song (Merry Christmas To You),107361,0.22688062733456105,0.8037851045748501
Polo G,Rapstar,75042,0.5259807838748252,0.682819219260795
Farruko,Pepas,247795,0.20677028474892944,0.08674619510983628
Glass Animals,Heat Waves,247580,0.06844405780172169,0.029381583570976977
Nicki Minaj,Super Freaky Girl,23777,0.6696646855803529,0.6718210288871987
Morgan Wallen,Sand In My Boots,145389,0.1433417846031474,0.4599694414824319
Shouse,Love Tonight,38131,0.15057876899042588,0.478913040108469
Coi Leray,Players,198900,0.9535918351320372,0.9868028672810937
Bobby Helms,Jingle Bell Rock,257612,0.6847147830307057,0.18771515723337673
Olivia Rodrigo,Traitor,30595,0.5574703629658778,0.24317734614774278
Rema,Calm Down,1072,0.1623894326674028,0.04314859958858719
Drake,Toosie Slide,236356,0.7272025664960359,0.691592814909398
Dua Lipa & DaBaby,Levitating,70821,0.006560598520057859,0.6455009454737372
Roddy Ricch,The Box,278011,0.06805139491937184,0.4209897335470565
Lil Nas & Jack Harlow,Industry Baby,56385,0.29750301340582663,0.4006064507478587
Dua Lipa,Don't Start Now,219537,0.45356673916612,0.7131314811934307
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,186383,0.14981208694891313,0.834934870292858
Drake & 21 Savage,Rich Flex,75935,0.06159251631811313,0.030030021239378146
Glass Animals,Heat Waves,102969,0.6863429660330331,0.8134524905883991
AJR,Bang!,15152,0.21480348047089914,0.8711090846946443
Joel Corry & MNEK,Head & Heart,108426,0.1754336052755241,0.06618995936061556
Nicky Youre & dazy,Sunroof,177073,0.6785089605176601,0.7993403680016472
Cardi B,Up,78075,0.42821470383011273,0.8431764029711635
Doja Cat,Vegas,219053,0.8633994678148014,0.24840971218749064
Apache 207,Roller,298630,0.013008120913473475,0.6164126477698486
Bobby Helms,Jingle Bell Rock,55465,0.5133260040375979,0.29186554961843836
The Weeknd & Ariana Grande,Save Your Tears,288805,0.9934829884593485,0.8462354389764187
Drake,Toosie Slide,206470,0.8856825105487317,0.7930881635468169
Acraze & Cherish,Do It To It,66892,0.03147605481042748,0.15700482828638918
David Kushner,Daylight,100505,0.3674773974462593,0.6473620275312012
Tate McRae,She's All I Wanna Be,2555,0.3741508218981794,0.24437521926024908
Tate McRae,Greedy,182280,0.18058327514543748,0.9908361042196432
Rema & Selena Gomez,Calm Down,82584,0.5619439072349918,0.5674437695992078
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),23346,0.005237469455967814,0.3096974580282251
Dua Lipa & DaBaby,Levitating,131104,0.4980585155143995,0.23308854440210103
Coi Leray,Players,151506,0.9093590483589732,0.22162107302721012
Nicky Youre & dazy,Sunroof,233423,0.5049053750014402,0.16193448154174805
Post Malone,Chemical,60078,0.12734954501398033,0.37278726766412607
Billie Eilish,everything i wanted,153724,0.008017853881452375,0.40380282256825195
Rosa Linn,Snap,48028,0.8047777115487503,0.0682798292082174
DJ Ti.sto & Ava Max,The Motto,172241,0.09786029577789102,0.29580343747602356
The Weeknd,Blinding Lights,114515,0.9190594344291374,0.585982813774176
Rema,Calm Down,241956,0.09391561464435838,0.7385977393638394
Olivia Rodrigo,Vampire,261727,0.5225948449367723,0.969025580841977
Future & Drake & Tems,WAIT FOR U,201064,0.984599537665231,0.056120377776240904
Justin Bieber & Daniel Caesar & Giveon,Peaches,181462,0.850550756392835,0.2614465034347676
Ed Sheeran,Bad Habits,85912,0.8296945855502211,0.8891965601549773
Joel Corry & MNEK,Head & Heart,200388,0.27867199685773536,0.5509477047178519
Justin Bieber,Ghost,110354,0.3867499002889302,0.3290412389321721
Lost Frequencies & Calum Scott,Where Are You Now,291401,0.1168893774227241,0.9591278631664678
Justin Bieber & Quavo,Intentions,200166,0.7307339659912868,0.23517605570603306
The Ronettes,Sleigh Ride,52035,0.7348417419546486,0.23276124150062738
Doja Cat,Need To Know,73308,0.1703133798824683,0.7475520340885343
Fireboy DML & Ed Sheeran,Peru,121174,0.6608721670238975,0.7558752404920225
Rema & Selena Gomez,Calm Down,7611,0.473777149260728,0.4951705820616882
Harry Styles,Late Night Talking,246087,0.05946255086992436,0.9275344010227705
Cole Swindell,She Had Me At Heads Carolina,159254,0.23727579052131298,0.8042338614875874
Cardi B & Megan Thee Stallion,WAP,75164,0.05019123990147345,0.17234492641323718
Olivia Rodrigo,Drivers License,176521,0.9839358956787632,0.5799096518730044
Zach Bryan & Kacey Musgraves,I Remember Everything,26454,0.8869109272295187,0.2913930649586116
Tate McRae,You Broke Me First,161780,0.251517045703753,0.8101870641832049
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,223390,0.3555909240247147,0.8438566763215619
The Weeknd & Ariana Grande,Die For You,90312,0.5415310722991464,0.8692401079918924
Tom Odell,Another Love,283034,0.16424858802660947,0.17694183684432807
Luke Combs,Forever After All,163112,0.04264161271543787,0.2564471219218225
Joel Corry & MNEK,Head & Heart,81517,0.5522953511875025,0.5442328098654828
Jordan Davis & Luke Bryan,Buy Dirt,197395,0.6825638987935387,0.9310980598171491
Drake & 21 Savage,Rich Flex,152197,0.08721344904353379,0.4880089438217461
Morgan Wallen,Sand In My Boots,272377,0.6791127046755898,0.6187141633215205
OneRepublic,I Ain't Worried,100364,0.2329523669718817,0.7770113074281372
The Weeknd,Take My Breath,217747,0.6750330111283195,0.4218822440304302
Rema & Selena Gomez,Calm Down,119153,0.6667652994447518,0.6231476963476125
Dua Lipa,Dance The Night,137476,0.7761661354863676,0.5735680576921122
Lil Durk & J Cole,All My Life,189258,0.8143995115126353,0.3966291703650352
The Kid LAROI,Without You,153999,0.7984486921072798,0.6377730505665739
DJ Ti.sto,The Business,180069,0.7667867071166737,0.9813680008754908
Taylor Swift,Lavender Haze,50894,0.7975828566289678,0.8128968093757364
Cole Swindell,She Had Me At Heads Carolina,16568,0.3336154418501077,0.11323075940445959
SZA,Kill Bill,28061,0.36429477172566904,0.6181125654937621
Surf Mesa & Emilee,ILY (I Love You Baby),106902,0.23556927569506614,0.23896053225259495
Bad Bunny,Titi me pregunto,114320,0.32998129958481315,0.8578808985613717
Eslabon Armado & Peso Pluma,Ella Baila Sola,29843,0.7967284146140597,0.05341936820448945
Maroon 5,Memories,193647,0.08745837019959668,0.9582691696365613
Polo G,Rapstar,54085,0.9250122582438447,0.8461963016962047
Lewis Capaldi,Someone You Loved,147595,0.04384092095386971,0.9796702398757056
Dua Lipa,Don't Start Now,244397,0.2028368836474197,0.47495839895064607
Ed Sheeran,Bad Habits,105,0.739926631578084,0.05402804400941719
The Kid LAROI,Without You,241380,0.9518164283011334,0.7921747266517912
Bobby Helms,Jingle Bell Rock,91950,0.5966440712802387,0.05325710636834613
Dua Lipa,Dance The Night,190620,0.5676898540230579,0.16704269938853955
Miley Cyrus,Midnight Sky,20773,0.6640667810381464,0.6510160467599494
Morgan Wallen,You Proof,140508,0.2125613824915492,0.12324028734994319
Gunna,Fukumean,175648,0.9331791961142599,0.7171307995247679
Tate McRae,She's All I Wanna Be,99163,0.3000993705300794,0.8977164450337166
CKay,Love Nwantiti,265030,0.7235769992632838,0.5277982616224405
Kelly Clarkson,Underneath The Tree,101066,0.5240565159857937,0.34481058737826853
Joji,Glimpse Of Us,225100,0.7730086570179278,0.7854218792690352
BTS,Butter,46009,0.09458615463874576,0.8675139048716793
Nicki Minaj & Ice Spice with Aqua,Barbie World,104013,0.29858004981204245,0.34621639130911896
Farruko,Pepas,112624,0.7473737140393902,0.2068704451748633
Powfu & Beabadoobee,Death Bed,68822,0.6634351794940726,0.977171381665204
JVKE,golden hour,225672,0.3026882172026213,1.6446437702266614e-05
Justin Bieber & Chance The Rapper,Holy,183514,0.6907968338402856,0.08675218016631558
Doja Cat & The Weeknd,You Right,8058,0.1043632622167564,0.9262644292901439
Lil Nas X,Montero (Call Me By Your Name),213278,0.41402980572419235,0.09351328876003462
Coldplay & BTS,My Universe,165487,0.6919672681770397,0.2767554426806801
Fireboy DML & Ed Sheeran,Peru,241193,0.4556334579049206,0.6587060613025059
Libianca,People,24177,0.20107758132617082,0.09131044383936315
Tate McRae,You Broke Me First,259276,0.464040208915002,0.3084535430837735
SZA,Snooze,62869,0.07305042497231118,0.9528623481223818
SZA,Kill Bill,113461,0.019315359817075328,0.04842883127805275
Joel Corry & MNEK,Head & Heart,57191,0.2759824252569375,0.10386343311663948
Kodak Black,Super Gremlin,146667,0.1568884859839551,0.865297863489823
Lady Gaga & Ariana Grande,Rain On Me,238027,0.36020943279485573,0.7426354516006373
Morgan Wallen,You Proof,231117,0.4867990944521893,0.9293260813829445
Adele,Easy On Me,262337,0.9801841902928022,0.06886972928164903
Rema,Calm Down,33061,0.10730125085013542,0.7792292065439619
Lewis Capaldi,Someone You Loved,289367,0.403823311276179,0.7911991848765557
Oliver Tree & Robin Schulz,Miss You,59655,0.9700862379060025,0.973156596577027
Bad Bunny,Titi me pregunto,177130,0.2612430561195682,0.5839582463504331
Harry Styles,As It Was,277467,0.1545958532616586,0.7323612096258871
Bobby Helms,Jingle Bell Rock,163811,0.5513471902306353,0.245009273939235
Dua Lipa & DaBaby,Levitating,149022,0.7787261099248833,0.16948012758956532
Acraze & Cherish,Do It To It,281316,0.5507037755335786,0.7728979158505022
Meghan Trainor,Made You Look,57555,0.13761296008122004,0.49327872884566226
Internet Money & Gunna & Don Toliver & NAV,Lemonade,196107,0.10453822786810396,0.13119539017920134
Doja Cat,Woman,182532,0.5229198718724207,0.2019536734949704
Bobby Helms,Jingle Bell Rock,98150,0.8182108083880151,0.4694097747738012
Apache 207,Roller,29322,0.6035441354462487,0.7442336423513052
Tom Odell,Another Love,211624,0.7941878768493137,0.062227785859607976
Doja Cat,Paint The Town Red,53309,0.16047504649746214,0.864333373757781
Michael Buble,It's Beginning To Look A Lot Like Christmas,224077,0.7871628924195245,0.11993144854282523
Drake,Toosie Slide,225493,0.14429490276570645,0.3734887703220162
Morgan Wallen,Thought You Should Know,52384,0.059726006197374115,0.8218974373493826
Sam Smith & Kim Petras,Unholy,189348,0.3366013534819574,0.22816857985424766
Surf Mesa & Emilee,ILY (I Love You Baby),190213,0.7313206087726809,0.5503011068976342
Olivia Rodrigo,Deja Vu,246047,0.5801953501206124,0.693477129590085
Masked Wolf,Astronaut In The Ocean,93046,0.4704843540698459,0.9156156949541876
Drake & 21 Savage & Project Pat,Knife Talk,229667,0.4487429760309085,0.5512744039416986
CJ,Whoopty,254066,0.0202786164326626,0.6967458210138379
Harry Styles,As It Was,254823,0.1688731140308457,0.2787006575585581
Kate Bush,Running Up That Hill (A Deal With God),32399,0.5022218629327465,0.22703149827078972
Beyonce,Cuff It,82151,0.8421384760805734,0.10669249465065422
Maren Morris,The Bones,286128,0.5163475155452384,0.7303265866099751
Harry Styles,As It Was,111727,0.4042361496540048,0.6879559727252882
Billie Eilish,Happier Than Ever,297682,0.3824116341058834,0.7171818334709466
David Guetta & Bebe Rexha,I'm Good (Blue),15526,0.987735063663431,0.6936224028373251
Nicki Minaj,Super Freaky Girl,19917,0.3887282097579302,0.6012082849950787
Shouse,Love Tonight,263176,0.8397811012612033,0.06770160097519806
Taylor Swift,Anti-Hero,147865,0.34340649753820873,0.292034369726218
Dove Cameron,Boyfriend,288720,0.04660688536389046,0.9992538170847755
Andy Williams,It's The Most Wonderful Time Of The Year,157739,0.10029818176854877,0.4091916809858841
Future & Drake & Tems,WAIT FOR U,221215,0.9608875669850512,0.6865350942799756
Libianca,People,93980,0.04983600891320494,0.5214882407309086
Topic & A7S,Breaking Me,116650,0.5630888040398345,0.5891038224948618
Dua Lipa,Dance The Night,44362,0.28707415029010475,0.8541399747450693
Rema,Calm Down,69591,0.4724924202164438,0.0852933704406903
Kelly Clarkson,Underneath The Tree,267306,0.8398431455564802,0.9178401026258223
Camila Cabello & DaBaby,My Oh My,129466,0.6042652215804925,0.4587064722250902
Bad Bunny & Jhay Cortez,Dakiti,92148,0.19335767312109342,0.24888196257489503
Coi Leray,Players,286229,0.5017006276787132,0.7532990548067154
Dove Cameron,Boyfriend,4253,0.9750590616553665,0.9545376742885345
Fifty Fifty,Cupid,142512,0.2767452560499215,0.12865738580355612
Lil Tjay & 6LACK,Calling My Phone,203296,0.8794567106505792,0.4633526215333367
Ariana Grande,Positions,115696,0.7640248567670022,0.5283171657718955
The Ronettes,Sleigh Ride,46425,0.7868521444700821,0.0075233803400995836
Powfu & Beabadoobee,Death Bed,122063,0.7041764814994389,0.09310361926187216
The Killers,Mr Brightside,2087,0.9647902735187306,0.15701146905644503
Zach Bryan & Kacey Musgraves,I Remember Everything,65700,0.7024477602351927,0.5684585638794655
The Kid LAROI & Justin Bieber,Stay,146699,0.24718498573893866,0.8504346970468636
Maroon 5,Memories,271712,0.29910799020550016,0.8956174476714438
Olivia Rodrigo,Deja Vu,185456,0.7766575791881982,0.18283420847244525
Lady Gaga & Ariana Grande,Rain On Me,284467,0.22643494632305627,0.5756070373152645
CKay,Love Nwantiti,263458,0.14880218396691147,0.7497599548636684
Bad Bunny & Chencho Corleone,Me porto bonito,241255,0.3995085140735214,0.7231790746996649
Post Malone & The Weeknd,One Right Now,260651,0.5699555260733675,0.17661502132968088
Taylor Swift,Lavender Haze,183498,0.36255315259479104,0.7949380740167598
The Weeknd,Take My Breath,23825,0.20436644954100391,0.6452510557512888
Miley Cyrus,Flowers,148674,0.49610914030239905,0.03332527040551303
Lil Nas X,Thats What I Want,183719,0.5253443876265094,0.30560130155951104
Future & Drake,Life Is Good,129339,0.47690538662100523,0.2881792635035083
Burl Ives,A Holly Jolly Christmas,243227,0.6575726040979812,0.837215225007234
Libianca,People,32248,0.2649859318800003,0.7511728641868188
Beyonce,Cuff It,63188,0.3676277576486424,0.4190789064686957
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,145163,0.6570792509926559,0.250510869776713
CKay,Love Nwantiti,203232,0.8172351254115092,0.5162167545847082
Rema & Selena Gomez,Calm Down,27238,0.02649032510025262,0.628491121391887
Topic & A7S,Breaking Me,52482,0.714934555611602,0.13582308802520293
Nicky Youre & dazy,Sunroof,254716,0.8751543604705463,0.35941649609042514
Miley Cyrus,Midnight Sky,234660,0.07828784180613979,0.6385383099189489
Mariah Carey,All I Want For Christmas Is You,66139,0.1705674565293267,0.7101459646369008
Taylor Swift,Lavender Haze,164145,0.2423184297606551,0.5782833727160297
Maneskin,Beggin',88928,0.3614077899796132,0.9342166185155992
Morgan Wallen,Thought You Should Know,218548,0.9161088008527559,0.7462241481797163
Taylor Swift,Lavender Haze,156504,0.27969738289788804,0.0017561820559686137
Dua Lipa,Dance The Night,169265,0.451631183922963,0.9345654459843851
WizKid & Justin Bieber & Tems,Essence,85191,0.042902215281765965,0.8191612979631657
Libianca,People,248632,0.3048936905083439,0.879031837603279
Kenya Grace,Strangers,205194,0.2212299072533812,0.0032440727390075086
Nathan Evans,Wellerman,270035,0.14963890723040396,0.5066045239239867
24kGoldn & Iann Dior,Mood,114899,0.7496375497055783,0.405453413516383
Justin Bieber,Ghost,256434,0.5531186267275546,0.4781473888059107
CKay,Love Nwantiti,159901,0.2450430860251127,0.7827478035862192
Joel Corry & MNEK,Head & Heart,89890,0.00818064493285331,0.35772743679664964
Coi Leray,Players,281085,0.7999506073870989,0.7654508295180106
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,112057,0.9050553891105173,0.058913880807467844
Drake & 21 Savage,Jimmy Cooks,271839,0.9111426221360529,0.1432608414196318
Rema,Calm Down,116875,0.36798774114578514,0.5415908401206135
Jelly Roll,Need A Favor,275838,0.7180411199197596,0.29677536401125937
Zach Bryan,Something In The Orange,178273,0.9622335790413011,0.5401680501881552
Harry Styles,Adore You,211182,0.8016140295046419,0.5907659923437533
Maneskin,Beggin',209196,0.29837592127916135,0.944587278538523
Internet Money & Gunna & Don Toliver & NAV,Lemonade,247148,0.2587484394262126,0.19606641161446248
Doja Cat,Need To Know,206401,0.313817234353997,0.7115720353981708
Miley Cyrus,Midnight Sky,76355,0.7285823867917002,0.9417376504376807
The Kid LAROI & Justin Bieber,Stay,171150,0.6553531485041493,0.07702180621995125
Lewis Capaldi,Before You Go,240550,0.05704025731785378,0.8419761559369704
DJ Ti.sto & Ava Max,The Motto,216252,0.11738969223432816,0.3456097014613111
Nicki Minaj,Super Freaky Girl,238955,0.3398567856260407,0.7678535480020208
Kane Brown With Katelyn Brown,Thank God,156393,0.27785818819736274,0.8277317118340322
Brenda Lee,Rockin' Around The Christmas Tree,230043,0.14453534557357162,0.531737236769142
Jelly Roll,Need A Favor,287413,0.659050073016888,0.07623363120971038
Sam Smith & Kim Petras,Unholy,63460,0.39703501748625003,0.9708929472761598
BTS,Butter,132273,0.747870583917432,0.9154730827751224
Post Malone,Circles,223785,0.6186487484376384,0.9668750410807146
Drake,Toosie Slide,156491,0.704518928735718,0.35316189421390076
Nicki Minaj,Super Freaky Girl,35882,0.6992701873553538,0.5379613497257947
Steve Lacy,Bad Habit,270667,0.41745598499065484,0.5606928251410978
Bad Bunny & Jhay Cortez,Dakiti,244643,0.20121560103119918,0.27849895167229777
BTS,Dynamite,69919,0.6414866860178841,0.9732164680458941
Morgan Wallen,You Proof,169009,0.31519889758466035,0.7232506799734347
Chris Brown & Young Thug,Go Crazy,288077,0.35316430032148505,0.8520792381605856
Jordan Davis & Luke Bryan,Buy Dirt,187700,0.892632787619613,0.4895295569923649
Rihanna,Lift Me Up,196365,0.2538570663406594,0.03854381395791484
Doja Cat & The Weeknd,You Right,59416,0.0652470616027262,0.8568652966325042
Doja Cat,Need To Know,151479,0.9331270174808552,0.9157606628337192
David Guetta & Bebe Rexha,I'm Good (Blue),294954,0.8267787861046707,0.7110356294783732
Billie Eilish,Therefore I Am,9783,0.5121257757118053,0.9573604697553227
Olivia Rodrigo,Good 4 U,28689,0.3504434680980619,0.41946673844824356
Doja Cat,Need To Know,8557,0.5277069014176609,0.42961310140159537
Ariana Grande,Positions,287877,0.5991079584121694,0.18278389891151703
Dua Lipa,Don't Start Now,246821,0.7698773992817188,0.5665098952957023
Lewis Capaldi,Someone You Loved,297448,0.8679868636443209,0.16509496326702555
Jordan Davis & Luke Bryan,Buy Dirt,17683,0.6629818776583223,0.910750396691355
DaBaby & Roddy Ricch,Rockstar,53211,0.9886641483895349,0.8326491592945054
Walker Hayes,Fancy Like,51651,0.19641859794704541,0.7259682263232811
Nat King Cole,The Christmas Song (Merry Christmas To You),211082,0.4315527059119795,0.2153681252296451
Doja Cat & The Weeknd,You Right,172918,0.8722104286972069,0.0013388831954386227
Post Malone & The Weeknd,One Right Now,28007,0.6498121338446076,0.9874892342732007
Lil Durk & J Cole,All My Life,242631,0.43653229444196084,0.26630800381007336
Metro Boomin, The Weeknd & 21 Savage,Creepin',161231,0.2514194209092273,0.5766612127340668
Ava Max,Kings & Queens,70684,0.9626709363039883,0.1469650622113441
Lil Durk & J Cole,All My Life,211333,0.7081648557599247,0.9098868734649014
Lil Nas X,Montero (Call Me By Your Name),23067,0.14431946330134027,0.6562584867396638
Harry Styles,Late Night Talking,13811,0.6557288351568181,0.798209846320518
Latto,Big Energy,230238,0.9307585010748516,0.9147124675376825
Billie Eilish,Therefore I Am,35534,0.6516948774625648,0.01860647562527873
Morgan Wallen,You Proof,76843,0.24981812696177896,0.8650994337189536
Brenda Lee,Rockin' Around The Christmas Tree,92680,0.1428565187849693,0.1211823166047098
The Kid LAROI,Without You,4141,0.27824314642406567,0.6150229723413388
Bobby Helms,Jingle Bell Rock,257671,0.9704233371333647,0.6831634672153425
Wham!,Last Christmas,99932,0.2982382939500051,0.8705017291769778
CJ,Whoopty,297387,0.7184145816391265,0.2135068548230823
SAINt JHN,Roses,187567,0.9838083682077101,0.9989665804234258
Kodak Black,Super Gremlin,270711,0.12561976398009012,0.29312160772652474
Doja Cat & The Weeknd,You Right,184272,0.26530230456160353,0.5235718074718256
The Weeknd,Blinding Lights,107635,0.9532995756789941,0.19040534729567127
Ariana Grande,Positions,104924,0.5466689303273855,0.9431969145394274
Acraze & Cherish,Do It To It,210104,0.6744933305313053,0.09724392779672886
Lil Nas X,Thats What I Want,93125,0.7857719016731635,0.16391051340757312
Drake,Toosie Slide,237832,0.2988881511877175,0.9213073136623651
Drake & Lil Durk,Laugh Now Cry Later,56187,0.5606791817462239,0.2844052652604082
Doja Cat,Paint The Town Red,165465,0.965385280682876,0.24423592795494553
JVKE,golden hour,18441,0.4786152120911592,0.12834656266884958
Brenda Lee,Rockin' Around The Christmas Tree,132882,0.7648989809838616,0.20872902768497226
Doja Cat,Vegas,284616,0.5954808326961183,0.32029369465518065
Farruko,Pepas,19386,0.3324013900949575,0.5323090287940067
David Guetta & Bebe Rexha,I'm Good (Blue),257457,0.12095220602945689,0.2895794334770001
Metro Boomin, The Weeknd & 21 Savage,Creepin',269473,0.9814917593949397,0.4611047770062511
Ed Sheeran,Shivers,241323,0.6619289649011632,0.4557288380203751
Imagine Dragons & JID,Enemy,75581,0.7048021123647804,0.9235510820468491
Harry Styles,Watermelon Sugar,74566,0.740159607833639,0.5802985404879948
Drake & 21 Savage,Jimmy Cooks,47021,0.48499111049807175,0.40738491607547667
Cardi B & Megan Thee Stallion,WAP,251588,0.7501698397192117,0.9511628019233891
David Kushner,Daylight,273352,0.7119713163968782,0.8106484398643561
OneRepublic,I Ain't Worried,185774,0.7367361153992881,0.509343868447687
Coldplay & BTS,My Universe,243342,0.24173886520851862,0.8744030814793277
Drake & 21 Savage,Rich Flex,257561,0.9603092259905734,0.4457922093859674
Ed Sheeran,Eyes Closed,186079,0.9792939615871629,0.6650847861595396
Miley Cyrus,Flowers,973,0.9205768254971672,0.8062134170154654
Future & Drake & Tems,WAIT FOR U,8795,0.5868920958947791,0.6337134393491441
Pop Smoke & Lil Baby & DaBaby,For The Night,1752,0.1395924676084105,0.2873293608586194
Lil Nas & Jack Harlow,Industry Baby,223698,0.750400498042772,0.6794339303713522
Taylor Swift,Anti-Hero,203866,0.5129017632512116,0.4537608433141408
Chris Brown,Under The Influence,173884,0.5016842109413513,0.05808728440960531
Lost Frequencies & Calum Scott,Where Are You Now,259230,0.477537272524746,0.039330163845582744
Lizzo,About Damn Time,146307,0.25096243765889736,0.5918106422377011
Harry Styles,As It Was,59345,0.7033317043714726,0.7013445213403944
Zach Bryan,Something In The Orange,287155,0.07925292305053255,0.9874188952731193
Future & Drake,Life Is Good,198198,0.2660453402697045,0.5919952705222625
The Kid LAROI,Without You,171615,0.9405977749295209,0.0006005608154937558
Luke Combs,Forever After All,270453,0.3400736863037872,0.29958781529088363
The Kid LAROI & Justin Bieber,Stay,276381,0.6765662694744679,0.7216194871887932
Dua Lipa & DaBaby,Levitating,232070,0.24948157805438698,0.6994251169159261
Zach Bryan,Something In The Orange,156105,0.18733717390687132,0.9849650035711205
Lil Nas X,Thats What I Want,233899,0.043807093547917786,0.9362985629951516
Kate Bush,Running Up That Hill (A Deal With God),146719,0.8316045760153449,0.8790710809438904
Taylor Swift,Lavender Haze,91732,0.3997613803501975,0.5247022801023002
Post Malone & Doja Cat,I Like You (A Happier Song),169325,0.037240524032803424,0.6600370611651254
The Weeknd & Ariana Grande,Save Your Tears,32704,0.04572544668047773,0.43967192721077053
Lost Frequencies & Calum Scott,Where Are You Now,114146,0.6203181547350981,0.46236964548647885
The Kid LAROI & Justin Bieber,Stay,183964,0.09313401237722485,0.9115156074864766
Tate McRae,She's All I Wanna Be,35139,0.9668158746554988,0.9287624289296625
OneRepublic,I Ain't Worried,64436,0.7589769495702814,0.22751504771237618
Jordan Davis & Luke Bryan,Buy Dirt,162006,0.004164429106089718,0.6532614579189231
