artist,song_name,duration_ms,danceability,energy
Ava Max,Kings & Queens,91901,0.7156646065977837,0.32328367583556905
Rihanna,Lift Me Up,167849,0.3684366731070735,0.25996719632740817
Tom Odell,Another Love,142758,0.7560777683933194,0.2755452922271322
Olivia Rodrigo,Good 4 U,75426,0.11680197332413134,0.36609497896603327
BTS,Dynamite,28249,0.9941368865623412,0.6490847978178745
Polo G,Rapstar,62722,0.8706646222350904,0.21108195688947196
Lewis Capaldi,Before You Go,185244,0.12377343749554037,0.16761800961391282
Future & Drake,Life Is Good,128491,0.6820474714316948,0.08957318960653649
Topic & A7S,Breaking Me,16904,0.8612703785633504,0.780255415350475
Lewis Capaldi,Someone You Loved,38889,0.2522110209173958,0.7481057842378117
Dua Lipa,Dance The Night,178182,0.20287235342182286,0.8042192347723336
Lizzo,About Damn Time,207186,0.7177800141956022,0.34153935545981196
The Weeknd & Ariana Grande,Die For You,291147,0.899413955956737,0.18657303701233408
Luke Combs,Forever After All,137789,0.9116421142786949,0.47197916322650746
Internet Money & Gunna & Don Toliver & NAV,Lemonade,37970,0.12545368791685974,0.04629769448956367
Walker Hayes,Fancy Like,148474,0.7125931487470233,0.5308215513040918
Zach Bryan & Kacey Musgraves,I Remember Everything,190121,0.6372207474689161,0.7820896951301413
Cardi B,Up,17143,0.5004477696429153,0.1639930965720412
Rihanna,Lift Me Up,112436,0.16245979300713598,0.9185764946634128
Beyonce,Cuff It,244371,0.870987362811568,0.4468345351643658
Bad Bunny,Titi me pregunto,280858,0.30082118645242306,0.066654635255596
Gabby Barrett & Charlie Puth,I Hope,16305,0.6369671964114293,0.6395341078338431
Post Malone,Circles,131903,0.279375056850411,0.5110526959480007
DJ Ti.sto,The Business,68601,0.18304596861750122,0.11569430702871242
Billie Eilish,What Was I Made For?,117694,0.36152079423647043,0.5275237146500196
Lil Durk & J Cole,All My Life,293721,0.9882789534230363,0.24529864138745816
Luke Combs,Forever After All,153324,0.34524801360452995,0.8701322861893597
Trevor Daniel,Falling,163980,0.19962537257388346,0.2335869730073591
Jose Feliciano,Feliz Navidad,103290,0.5910635302662567,0.6646704703305172
Acraze & Cherish,Do It To It,262771,0.4689747906259353,0.4685546670589852
Toosii,Favorite Song,21622,0.3871689345128022,0.35330624623606843
Miley Cyrus,Midnight Sky,199897,0.7018166023760782,0.0868919127199771
Morgan Wallen,Wasted On You,238393,0.3578377915522617,0.4354660101760005
Joji,Glimpse Of Us,51135,0.6085707241140438,0.3226357587735438
Kodak Black,Super Gremlin,165985,0.9008260612636793,0.19292146918225206
Masked Wolf,Astronaut In The Ocean,219390,0.5831301856462744,0.3782580883228325
Billie Eilish,What Was I Made For?,10874,0.26205627123876696,0.9914367015428938
Bailey Zimmerman,Rock And A Hard Place,99845,0.9908484775377312,0.3504161059392834
Doja Cat & SZA,Kiss Me More,45086,0.41384521945417707,0.49644142603062036
Saweetie & Doja Cat,Best Friend,204994,0.13172826170643848,0.9927765777421327
Billie Eilish,everything i wanted,231660,0.4175281261402294,0.5898693493320569
Lost Frequencies & Calum Scott,Where Are You Now,258868,0.7860226949912215,0.6511043722220382
Farruko,Pepas,74642,0.8552108636610396,0.6168210766813494
Post Malone & Doja Cat,I Like You (A Happier Song),99529,0.8964657224355583,0.25784172098612235
Em Beihold,Numb Little Bug,183663,0.3795975056718729,0.20456912974794983
Drake,Toosie Slide,159909,0.5362163268346793,0.9308941942677601
Masked Wolf,Astronaut In The Ocean,211351,0.3582118105765485,0.8872555813037871
Jack Harlow,First Class,225041,0.8441058948473039,0.39757055758817195
Nathan Evans,Wellerman,291816,0.9796331018436588,0.4394150283072792
Tate McRae,You Broke Me First,216375,0.766601271125396,0.23304219236653645
Chris Brown,Under The Influence,20654,0.18885414545356694,0.43968473786964557
Kate Bush,Running Up That Hill (A Deal With God),272523,0.4728151556623922,0.7540824637584999
Post Malone,Circles,110232,0.687931109299136,0.646587548984685
Camila Cabello & Ed Sheeran,Bam Bam,189778,0.8124094271632841,0.05041730471631256
Nicki Minaj,Super Freaky Girl,58635,0.9857393396681513,0.5745059973782985
Carolina Gaitan & Mauro Castillo & Adassa & Rhenzy Feliz & Diane Guerrero & Stephanie Beatriz,We Don't Talk About Bruno,195335,0.06724328503132249,0.25023688523274323
WizKid & Justin Bieber & Tems,Essence,3675,0.5632386884717197,0.6232534339786687
Roddy Ricch,The Box,11832,0.053912404271683645,0.5104954235099489
Chris Brown,Under The Influence,253696,0.5332715821801969,0.354576706105289
Mariah Carey,All I Want For Christmas Is You,92997,0.6291153727059027,0.4686030006254911
Justin Bieber & Daniel Caesar & Giveon,Peaches,105991,0.7946075599978851,0.7184334496292903
Trevor Daniel,Falling,201926,0.7196228987599833,0.9679527815536759
Lewis Capaldi,Someone You Loved,99301,0.12850473977627086,0.894281812096315
Rihanna,Lift Me Up,281975,0.9798847836396594,0.3419095176791107
Kate Bush,Running Up That Hill (A Deal With God),239197,0.24006898968120616,0.3541909531827522
Luke Combs,The Kind of Love We Make,168250,0.4369040633454224,0.4868766017508698
Olivia Rodrigo,Vampire,55316,0.7829440495218469,0.7031169112687631
Harry Styles,Watermelon Sugar,49520,0.5467916303286268,0.37882329225858635
Carolina Gaitan & Mauro Castillo & Adassa & Rhenzy Feliz & Diane Guerrero & Stephanie Beatriz,We Don't Talk About Bruno,263609,0.37159288289795633,0.41343040426340505
Justin Bieber & Chance The Rapper,Holy,51285,0.39377659167630275,0.20898589718689342
DJ Ti.sto,The Business,234939,0.6216860371621664,0.7744310983225272
Ariana Grande,Santa Tell Me,35295,0.5008529445476532,0.5286360174516528
Jack Harlow & DaBaby & Tory Lanez & Lil' Wayne,WHATS POPPIN,264492,0.3725241879367859,0.45936389152173185
Lil Uzi Vert,Just Wanna Rock,203535,0.11189947927762678,0.05791681220431755
OneRepublic,I Ain't Worried,103361,0.9165575485141568,0.2065425221271544
Luke Combs,Forever After All,229561,0.10661658287701292,0.15149430848367706
Tate McRae,Greedy,269793,0.520954248983751,0.9647580357785346
BTS,Dynamite,56822,0.9799370623347481,0.853860630904524
David Guetta & Bebe Rexha,I'm Good (Blue),106204,0.6523208323914629,0.537318304401689
Morgan Wallen,You Proof,289761,0.5695601949150294,0.7695195048009164
Jack Harlow,First Class,131052,0.25203819262946636,0.9825812803162176
Post Malone,Chemical,229376,0.5337184759270163,0.9234905689086624
Lewis Capaldi,Before You Go,209295,0.25059175403093326,0.7560594616157092
Kelly Clarkson,Underneath The Tree,3255,0.7985043878552722,0.757487621415843
David Guetta & Bebe Rexha,I'm Good (Blue),275078,0.9720130506500009,0.8052008552246948
Gayle,abcdefu,92498,0.04018147434049313,0.6005286367269039
Kelly Clarkson,Underneath The Tree,17119,0.26112471192726905,0.49574552368041025
Arizona Zervas,Roxanne,132205,0.4003970921340084,0.6883981848193277
Lil Nas & Jack Harlow,Industry Baby,259083,0.8889219443262657,0.4929751668946861
Kelly Clarkson,Underneath The Tree,266386,0.27510324379329176,0.4321446272240861
Rema & Selena Gomez,Calm Down,219485,0.9173853820297254,0.5107257956714406
Toosii,Favorite Song,244835,0.5334560245322498,0.6870375570293152
Adele,Easy On Me,237813,0.030210757246471265,0.05039117766529799
Drake,Toosie Slide,1263,0.4071456769776095,0.6290194129866241
Chris Brown,Under The Influence,274275,0.5983225003728152,0.8447002660448574
Coldplay & BTS,My Universe,124543,0.03701379655292003,0.28961974910115407
Tate McRae,She's All I Wanna Be,230360,0.9523868708670271,0.8109394882820893
Trevor Daniel,Falling,132080,0.20471001532406286,0.34237498616202644
Miley Cyrus,Midnight Sky,261036,0.5594624311843164,0.5846084681283452
Olivia Rodrigo,Traitor,9259,0.8540840946729011,0.17325262838657796
Jelly Roll,Need A Favor,148925,0.440637564748538,0.3106097070143329
Lady Gaga & Ariana Grande,Rain On Me,263919,0.9855957697185687,0.24681559029665223
Lil Nas & Jack Harlow,Industry Baby,87089,0.28494929246589595,0.4641132188924446
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),105684,0.7915985839333716,0.38200110775654283
Morgan Wallen,Thinkin' Bout Me,66764,0.7923687209641808,0.4972031646393483
Kodak Black,Super Gremlin,216650,0.6804188341189775,0.14381485832447127
Rihanna,Lift Me Up,255963,0.9245168068116018,0.238491322858442
Fireboy DML & Ed Sheeran,Peru,61382,0.778228695212864,0.6138602790028368
24kGoldn & Iann Dior,Mood,7273,0.4318359738020102,0.023104734401817817
Kelly Clarkson,Underneath The Tree,271244,0.8338340811070982,0.304542102911988
Ava Max,Kings & Queens,292687,0.8180470389088251,0.1319569875340343
Taylor Swift,Lavender Haze,277643,0.05460152554091391,0.8029087778639589
Toosii,Favorite Song,62790,0.4171599595479153,0.500074996378581
Chris Brown & Young Thug,Go Crazy,49568,0.22551270726716588,0.31392395229690084
Lil Durk & J Cole,All My Life,89249,0.5877032818258034,0.14650640850263785
Andy Williams,It's The Most Wonderful Time Of The Year,63238,0.3026915610390628,0.38286169635090894
Lil Uzi Vert,Just Wanna Rock,3235,0.5180018617051126,0.260147222108707
Lost Frequencies & Calum Scott,Where Are You Now,62647,0.8251269315702968,0.0722841885366523
The Killers,Mr Brightside,130855,0.9185869467448681,0.8619717637219556
The Kid LAROI & Justin Bieber,Stay,33931,0.7313323105300965,0.055491541989394544
Doja Cat,Paint The Town Red,4349,0.8998621502359083,0.8236401607619681
Andy Williams,It's The Most Wonderful Time Of The Year,54353,0.9984202890749525,0.365230162964308
DJ Ti.sto & Ava Max,The Motto,58650,0.22046374007294178,0.3376206045732333
PinkPantheress & Ice Spice &Boy's A Liar,Pt. 2,143806,0.769087416841438,0.15070553531489106
Gayle,abcdefu,234649,0.06177523201382795,0.13653515393853255
Dua Lipa,Dance The Night,10898,0.06844122395122976,0.8085202632241139
Beyonce,Break My Soul,7238,0.09570445311874387,0.37881808613434786
The Weeknd,Blinding Lights,39427,0.6716838640273849,0.7180975750163127
DJ Ti.sto & Ava Max,The Motto,177976,0.5759052203492031,0.3120209337425356
Lil Mosey,Blueberry Faygo,7938,0.9481334400649366,0.831622804350818
Doja Cat & Nicki Minaj,Say So,24989,0.5988131484271819,0.7909258144939607
Raye & 070 Shake,Escapism,90142,0.7033124090415256,0.15339043425979637
The Killers,Mr Brightside,113970,0.8462400070921201,0.8101223947512668
Taylor Swift,Lavender Haze,249191,0.9760351024907211,0.6761056069087026
Nicki Minaj,Super Freaky Girl,292327,0.008746033616175652,0.8116340078019858
Wham!,Last Christmas,233024,0.9374345543803017,0.7712999690238391
David Guetta & Bebe Rexha,I'm Good (Blue),201279,0.6572019481156861,0.23023567931572875
Dua Lipa,Don't Start Now,265121,0.6452723424134739,0.6084350896874277
Morgan Wallen,Last Night,220852,0.3110823788360465,0.017275556265101577
24kGoldn & Iann Dior,Mood,234187,0.49097815551959356,0.5809307396446918
Dua Lipa,Break My Heart,115883,0.7666597354549447,0.7316635412107697
Future & Drake,Life Is Good,103727,0.5774931775211121,0.17739526380132542
Justin Bieber,Ghost,178331,0.3049614163653893,0.7924512947576537
Harry Styles,Late Night Talking,227981,0.7800946804103119,0.1627942735265857
Luke Combs,The Kind of Love We Make,137614,0.07912780947296749,0.31089101627037363
Taylor Swift,Lavender Haze,84703,0.7177202092733094,0.0011728252212803714
Shouse,Love Tonight,248758,0.5780397243439679,0.7559607158375261
Olivia Rodrigo,Drivers License,10484,0.34000812398464564,0.8371959634301844
BTS,Butter,196183,0.2989011762676347,0.6538369218462278
Justin Bieber & Daniel Caesar & Giveon,Peaches,164165,0.01707500173784937,0.08923336098324886
Meghan Trainor,Made You Look,197557,0.986888918842533,0.7455793697568823
Taylor Swift,Lavender Haze,94530,0.18833230553743407,0.45945753743894713
Em Beihold,Numb Little Bug,31545,0.571296737244725,0.6907671272960234
Burl Ives,A Holly Jolly Christmas,4002,0.28351578670802147,0.7872876951675486
BTS,Dynamite,229308,0.7022756680427127,0.10094608923834203
Harry Styles,Adore You,265500,0.8035977626606619,0.7553936443053519
Jordan Davis & Luke Bryan,Buy Dirt,104255,0.5373452277698514,0.2807104820040245
David Guetta & Bebe Rexha,I'm Good (Blue),289218,0.1769836720978052,0.10759547220743215
Lady Gaga & Ariana Grande,Rain On Me,151715,0.2614479344176558,0.41280089937353903
Luke Combs,Forever After All,239049,0.8561787150290195,0.6411076307746061
Zach Bryan,Something In The Orange,211202,0.542313935005692,0.07737958950758372
Tate McRae,She's All I Wanna Be,37992,0.9668710715092814,0.894398969198342
Olivia Rodrigo,Traitor,32312,0.7557331978802769,0.31744692905898897
Lil Nas X,Montero (Call Me By Your Name),45633,0.2114576687831048,0.07933209450356116
DaBaby & Roddy Ricch,Rockstar,135767,0.6839407587073636,0.7215434611137459
Metro Boomin & The Weeknd & 21 Savage,Creepin',159127,0.9565349110042454,0.6734392157103325
Justin Bieber,Ghost,8512,0.0027320725036595883,0.5509414208416109
Lewis Capaldi,Someone You Loved,89635,0.567976030758458,0.42576414608529667
Doja Cat & SZA,Kiss Me More,21936,0.005901366619853965,0.44305717549159884
Gayle,abcdefu,4443,0.39812861264763966,0.8322596050942191
Taylor Swift,Anti-Hero,181625,0.5303207961526188,0.855680801348196
Morgan Wallen,You Proof,29167,0.5413918124934766,0.7496758022180775
Olivia Rodrigo,Good 4 U,162181,0.16008465247072634,0.1288919264649746
Elton John & Dua Lipa,Cold Heart,31028,0.21396204234510907,0.6177848206444103
Cole Swindell,She Had Me At Heads Carolina,238222,0.781792991108134,0.08197389839834035
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,34743,0.29298847476991574,0.07172458307684204
Future & Drake,Life Is Good,36931,0.5477429261938738,0.8769079299428024
CKay,Love Nwantiti,69426,0.8863811065859559,0.6936623205404114
Kate Bush,Running Up That Hill (A Deal With God),256856,0.818435762785493,0.7918168062849362
Joji,Glimpse Of Us,163734,0.912861881941252,0.5432848248992148
Coi Leray,Players,191410,0.26305062955838976,0.7293900493007803
Billie Eilish,Bad Guy,224925,0.7323510686242548,0.5049233196983378
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,84420,0.5552834000869047,0.6032108043151665
Coi Leray,Players,167717,0.4411960495421914,0.05025831216754739
Ed Sheeran,Bad Habits,249384,0.9065464778581176,0.6814989337565452
AJR,Bang!,105748,0.24681588192628445,0.9689079262849282
Stephen Sanchez,Until I Found You,10147,0.15702885204248795,0.4885352262012511
Lil Mosey,Blueberry Faygo,286376,0.5542395799310388,0.15590648194340628
Jose Feliciano,Feliz Navidad,247703,0.11987712179107057,0.443412178890787
Miguel,Sure Thing,37067,0.9904208362136003,0.05392202554814529
Apache 207,Roller,202679,0.7356913107236797,0.0670740138747562
Apache 207,Roller,287368,0.21217149282503733,0.2575645552684557
Tate McRae,She's All I Wanna Be,251258,0.18550464705861414,0.8883532087318754
Dua Lipa,Dance The Night,229987,0.5496217899648836,0.14428493352152227
Camila Cabello & Ed Sheeran,Bam Bam,230992,0.874700838597647,0.07253891797461665
SAINt JHN,Roses,185763,0.9498855082886027,0.8188938594664933
Ava Max,Kings & Queens,48412,0.5522363707405015,0.2873236567496549
Apache 207,Roller,2876,0.46941898266007176,0.4575524490165027
Doja Cat & The Weeknd,You Right,202973,0.0752554953298975,0.7750418189722054
CJ,Whoopty,61463,0.6921287505759868,0.3340418145192803
Tones & I,Dance Monkey,4612,0.5421951695039211,0.19388313928575374
Post Malone,Chemical,180965,0.8356400266186104,0.016295791881237198
Nat King Cole,The Christmas Song (Merry Christmas To You),87478,0.7072435822665688,0.09264018140018238
Oliver Tree & Robin Schulz,Miss You,293985,0.7048686864842046,0.4724668434225763
Rihanna,Lift Me Up,39965,0.6470501952504931,0.6755918048175839
Pop Smoke & Lil Baby & DaBaby,For The Night,106588,0.23534523051747613,0.5196245808355116
Sam Smith & Kim Petras,Unholy,278985,0.4849449269482692,0.7790688185958657
AJR,Bang!,158408,0.2907282801954443,0.551007513290114
Luke Combs,Forever After All,96705,0.4662471432113827,0.16317826233388666
Acraze & Cherish,Do It To It,72667,0.690327147731363,0.8739239251950945
Acraze & Cherish,Do It To It,203971,0.36232634389013774,0.06544614098677681
Post Malone,Circles,148763,0.6920624275277082,0.46074153825191544
Gunna,Fukumean,130123,0.9585762763634187,0.25600255836503505
Kodak Black,Super Gremlin,120932,0.591069022048667,0.8185629178494497
Carolina Gaitan & Mauro Castillo & Adassa & Rhenzy Feliz & Diane Guerrero & Stephanie Beatriz,We Don't Talk About Bruno,187038,0.7686464785878546,0.07635582777029581
Trevor Daniel,Falling,61797,0.1376357886555981,0.439219742886207
Olivia Rodrigo,Good 4 U,107850,0.014659851779738053,0.40175707031364394
Meghan Trainor,Made You Look,34853,0.9856387964363172,0.673749122687203
Maren Morris,The Bones,180459,0.14281672501230913,0.9833621407249912
24kGoldn & Iann Dior,Mood,235172,0.13459663844476744,0.5366927164427459
Harry Styles,As It Was,235177,0.5770677420121367,0.8893167299396544
SZA,Snooze,286789,0.26550197810901977,0.6517927657798163
Billie Eilish,Therefore I Am,268262,0.6407425374411212,0.7766598243107876
Nicky Youre & dazy,Sunroof,118879,0.23594607244707477,0.5774614344995732
SAINt JHN,Roses (Imanbek Remix),16565,0.45028548504857546,0.24756736084712905
Billie Eilish,everything i wanted,39499,0.5303811828338124,0.7758572763578342
Drake & 21 Savage & Project Pat,Knife Talk,81574,0.9030354863517863,0.2829740240522176
Post Malone,Circles,149785,0.9811965473894416,0.6634012583563671
Drake & 21 Savage & Project Pat,Knife Talk,194444,0.9705150738028362,0.8350857079312867
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),141027,0.23733112530726497,0.0310996765687116
Bailey Zimmerman,Rock And A Hard Place,175662,0.09920132043390717,0.10282962585134692
Dua Lipa,Break My Heart,79897,0.05015429752464018,0.8721497228389581
Joel Corry & MNEK,Head & Heart,133468,0.8605616179280874,0.8964076695090812
Rosa Linn,Snap,231377,0.06558348316474949,0.5428451253111994
PinkPantheress & Ice Spice &Boy's A Liar,Pt. 2,201655,0.6908752549893507,0.8296972848364559
Burl Ives,A Holly Jolly Christmas,279658,0.21135254089930944,0.7874134301009074
Pop Smoke & Lil Baby & DaBaby,For The Night,63125,0.47929306982699504,0.3668617776453338
Nat King Cole,The Christmas Song (Merry Christmas To You),208294,0.2627737561478962,0.6348028273493175
Billie Eilish,What Was I Made For?,253357,0.14816997450656466,0.8072423085746165
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,164832,0.0027354584792661507,0.38019188558115413
Jack Harlow,First Class,226659,0.9254964865048616,0.16747858313799768
Ed Sheeran,Shivers,282174,0.8599859972862951,0.3169126945505918
Lil Durk & J Cole,All My Life,4607,0.397689864345557,0.1562048667436925
Giveon,Heartbreak Anniversary,172053,0.9789070491912032,0.06003281069160804
Jordan Davis & Luke Bryan,Buy Dirt,1388,0.7665874703074216,0.08653220461134314
Saweetie & Doja Cat,Best Friend,33696,0.9386826173200338,0.5695750851395456
Future & Drake & Tems,WAIT FOR U,290624,0.48097685002404555,0.7064134130464722
Metro Boomin & The Weeknd & 21 Savage,Creepin',72578,0.9714952352327703,0.5977399518081717
David Guetta & Bebe Rexha,I'm Good (Blue),223626,0.7478666853810246,0.5859258120516286
Morgan Wallen,Thought You Should Know,7707,0.006494415334721504,0.20005487967525093
Ed Sheeran,Bad Habits,194734,0.499840964845078,0.3733374172949536
Jack Harlow & DaBaby & Tory Lanez & Lil' Wayne,WHATS POPPIN,8598,0.9103619838892195,0.2128490017474981
Harry Styles,Adore You,270615,0.07422949008566626,0.04450800378766484
Billie Eilish,Bad Guy,297503,0.09658366288203657,0.5335622051599682
Luke Combs,Forever After All,183353,0.6553984032864021,0.019126232142149036
Billie Eilish,Happier Than Ever,38641,0.3621482548391888,0.0020279974402217515
Lil Nas & Jack Harlow,Industry Baby,63802,0.12651196852439872,0.8423193793402073
Rosa Linn,Snap,208883,0.3374774819168407,0.7229325901610565
Metro Boomin & The Weeknd & 21 Savage,Creepin',121036,0.48075992884493535,0.7402613697603574
Tate McRae,She's All I Wanna Be,583,0.47098200360386844,0.5792589328242229
Libianca,People,92086,0.251490964363998,0.8013416008017942
Morgan Wallen,You Proof,249072,0.03483987430723723,0.6456203298480682
Burl Ives,A Holly Jolly Christmas,131586,0.9989343932123494,0.5905984176965903
DJ Ti.sto,The Business,141342,0.6315210904060374,0.7457253963371913
Burl Ives,A Holly Jolly Christmas,245366,0.6431802349179686,0.47102465852523745
DaBaby & Roddy Ricch,Rockstar,103225,0.25910450480725034,0.9508938776724362
Surf Mesa & Emilee,ILY (I Love You Baby),3015,0.8586135208597581,0.7986716808689233
Drake & 21 Savage,Rich Flex,32108,0.7210391025743633,0.7491454000486605
Ed Sheeran,Bad Habits,118086,0.8485436884465194,0.04944846255470425
David Guetta & Bebe Rexha,I'm Good (Blue),60653,0.7112869035833609,0.6636827277698786
Justin Bieber & Daniel Caesar & Giveon,Peaches,185583,0.7045738208509978,0.4764954805744418
CKay,Love Nwantiti,5006,0.26548533156486764,0.3113470730964587
Joel Corry & MNEK,Head & Heart,252094,0.16268637538077224,0.2823378053456682
Lady Gaga & Ariana Grande,Rain On Me,287838,0.588894497511108,0.8337997992896519
