track_name,ms_played,genres
Glimpse Of Us,282811
Angel,89561
Family Affair,89257
Whoopty,153944
Waves,75696
My Love,30697
Lose Yourself,152391
Drop It Like It's Hot,266406
Blurred Lines,250796
Everytime We Touch,69371
Candy Shop,149699
Switch,88252
Right Thurr,240011
Talk,144944
Breakaway,233667
Rockabye,236707
Thought You Should Know,222190
Lose Yourself,250550
I Wanna Know,289758
It's The Most Wonderful Time Of The Year,233268
What A Girl Wants,71834
Can't Fight The Moonlight,243001
That's What I Like,53478
God's Plan,186250
Wasted On You,195540
Shake Ya Tailfeather,208028
Falling,46971
My Oh My,288164
Therefore I Am,193687
Shake Ya Tailfeather,260864
Temperature,8640
We Don't Talk About Bruno,116075
Industry Baby,277083
Made You Look,27125
Too Close,126664
Stand Up,269135
Love Nwantiti,46477
Fukumean,55684
God's Plan,215245
Stressed Out,51664
All For You,216945
Family Affair,218662
Perfect,194807
Running Up That Hill (A Deal With God),137203
Psycho,196179
Calling My Phone,134469
Mood,52195
Tik-Toc,182572
Firework,139498
Humble,274077
Rather Be,173446
Bang!,43176
The Game Of Love,192275
We Found Love,10113
Rockabye,185461
Waves,196586
Just Wanna Rock,285614
Foolish,110194
Sunroof,214444
Vampire,229020
24K Magic,32730
Sail,87742
Bad Habits,111084
1-2 Step,78178
Get Low,196239
Chasing Cars,186600
Titanium,295631
Leave The Door Open,63207
Waves,199496
Want To Want Me,280463
Everything You Want,239836
Sweet But Psycho,161841
Everytime We Touch,109268
Bump Bump Bump,238426
Memories,24422
I Don't Wanna Live Forever (Fifty Shades Darker),177480
Miss You,68214
Blank Space,121129
Cake By The Ocean,9684
Firework,203994
Heaven,299850
Anti-Hero,155751
Hotline Bling,275995
A Thousand Miles,19814
Montero (Call Me By Your Name),29950
Something In The Orange,61764
We Are Young,234573
Scream & Shout,288840
Cheap Thrills,76585
If I Ain't Got You,110525
Sand In My Boots,252326
California Gurls,252513
Thats What I Want,40934
Beautiful,78267
Breathe,299380
She Will Be Loved,88492
Crazy In Love,168617
This Love,229462
Kiss Me More,240914
Say It Right,222417
Sand In My Boots,286753
Ella Baila Sola,243810
Starships,27986
Don't You Worry Child,209282
"Thank U, Next",74218
It Wasn't Me,272044
Fukumean,231192
I'm The One,26717
Cupid,122858
Run It,20890
Fallin',164289
Butter,152853
Because Of You,49236
Born This Way,115298
One Right Now,62025
Rockin' Around The Christmas Tree,31723
Barbie World,41764
Savage Love (Laxed - Siren Beat),172942
Can't Fight The Moonlight,29089
Super Freaky Girl,46064
Angel,202671
Get Busy,284420
It's Beginning To Look A Lot Like Christmas,248779
Don't Stop The Music,26095
Promiscuous,125332
Incomplete,182573
No Tears Left To Cry,107427
In Da Club,67149
Stutter,132861
Demons,186345
Smack That,226933
Smooth,97583
White Flag,44418
Baby Boy,270381
Running Up That Hill (A Deal With God),104818
Eastside,116785
Way 2 Sexy,137200
Doesn't Really Matter,118509
Ridin',157958
Independent Woman,48129
My Immortal,65503
Good Feeling,159468
Under The Influence,81576
Locked Out Of Heaven,60153
She's All I Wanna Be,19925
Numb Little Bug,103223
Eastside,227557
Always On Time,154606
Don't Let Me Down,89577
Someone You Loved,184456
Riptide,144751
With Arms Wide Open,180646
The Box,32053
Havana,117005
everything i wanted,28506
Can't Fight The Moonlight,271040
Players,285313
Good 4 U,130563
Because Of You,1919
Sexy And I Know It,239641
Rockstar,244314
Easy On Me,163619
Someone You Loved,72948
California Gurls,176671
Good Feeling,45714
Beverly Hills,62864
Bad Romance,233495
Sail,17395
Peaches,279652
Love Me Like You Do,262074
Work,131344
Best Friend,88702
Can't Feel My Face,279818
Bleeding Love,78276
Work It,165230
Mood,37189
Let Me Love You,212180
Sure Thing,196866
Toosie Slide,179163
Chemical,143432
Human,146693
On The Floor,238908
Favorite Song,55520
Thunder,34644
We Don't Talk About Bruno,278467
The Christmas Song (Merry Christmas To You),46654
I Ain't Worried,78799
Get Low,763
Family Affair,39553
California Gurls,251719
Players,152785
Under The Influence,284551
Can't Feel My Face,69050
Gold Digger,85150
I Don't Wanna Know,266317
The Wild Ones,25680
When I Was Your Man,276087
Turn Me On,268469
Say You Won't Let Go,15644
Disturbia,176870
Someone Like You,253992
Ignition,86840
Candy Shop,31843
If I Ain't Got You,105509
Blueberry Faygo,181802
Just The Way You Are (Amazing),295610
Kryptonite,162633
U Remind Me,182325
Crazy In Love,214293
In Da Club,160212
Numb,246824
Death Bed,196990
Peaches,223169
Perfect,85992
Lean On,32419
Survivor,290319
Made You Look,97962
Sugar,285597
Firework,286150
My Love,155850
Bang!,4695
What Was I Made For?,192430
Promiscuous,18365
Save Your Tears,184474
Lose My Breath,84407
Butterfly,193641
Buttons,291993
Last Night,55272
One Kiss,87277
Wake Me Up,138996
Say So,172643
Congratulations,5685
Lights,130913
The Monster,164960
Heartbreak Anniversary,162138
Higher,14251
Cheerleader,60508
Super Freaky Girl,179256
Can't Get You Out Of My Head,108072
You Proof,247527
Uptown Funk,147794
Don't Cha,141776
F**k it (I Don't Want You Back),106672
Beautiful Mistakes,118413
Waka Waka (This Time For Africa),182341
Irreplaceable,291781
One Kiss,101593
Music,167097
Intentions,110730
Dynamite,186072
Unwell,38027
Stutter,68717
Titanium,276748
Lucid Dreams (Forget Me),227150
Hot In Herre,110608
Kill Bill,271319
Dance Monkey,197466
Snap,112604
Running Up That Hill (A Deal With God),137918
I Knew I Loved You,260049
Irreplaceable,117750
Habits (Stay High),160271
Try Again,204872
Blinding Lights,131699
Where Are U Now,122176
Call Me Maybe,290960
Demons,215319
Unwritten,185310
Stay,230651
The Hills,72469
Say So,136199
Just The Way You Are (Amazing),201022
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),203626
"Me, Myself & I",73479
Sure Thing,156047
I Knew You Were Trouble,97406
Candy Shop,273567
Try Again,206401
Break My Heart,86674
Over & Over,48856
Memories,167392
Kill Bill,10523
golden hour,84291
Ride Wit Me,290303
Lose Yourself,120980
Hollaback Girl,291294
Always On Time,206974
Fallin',176705
We Belong Together,5845
Heartbreak Anniversary,296395
Don't Start Now,169451
Candy Shop,62585
Turn Me On,185016
Feel Good Inc,264366
PIMP,298564
Super Gremlin,97340
The Way I Are,140530
High Hopes,181160
Escapism,259201
Perfect,10081
We Don't Talk About Bruno,196991
WAIT FOR U,237924
Lean Back,260912
Thrift Shop,195765
Habits (Stay High),268364
I Try,252698
So What,152864
Be Without You,31248
Turn Me On,111215
There's Nothing Holdin' Me Back,257520
Levitating,184661
everything i wanted,46464
There You Go,259755
Be Without You,162048
God's Plan,58431
Over & Over,181566
Firework,75749
Until I Found You,242040
Love Tonight,13559
Case Of The Ex (Whatcha Gonna Do),9037
Eastside,44990
Rockstar,171812
Feel It Still,212419
Foolish,214628
Drive,281976
Animals,297300
Eyes Closed,125969
Yeah!,46175
Vampire,155881
The Kind of Love We Make,287849
Sleigh Ride,156907
Players,209668
Love Me Like You Do,180498
Bad Romance,199638
Calm Down,247117
Deja Vu,89184
Sugar,188918
Get Lucky,238411
Need A Favor,15536
Only Time,84450
The Motto,197856
Check On It,277481
Rock And A Hard Place,238891
Super Freaky Girl,280330
She's All I Wanna Be,248449
Bang!,171318
It Ain't Me,239368
Love Me Like You Do,12344
Under The Influence,18143
"Hey, Soul Sister",257571
Rock And A Hard Place,17361
Sugar,205281
This Is What You Came For,147573
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),290171
Big Girls Don't Cry (Personal),218108
Party Rock Anthem,135386
We Belong Together,215992
Because Of You,245213
Crazy In Love,274647
This Is What You Came For,226572
If You're Gone,250824
All My Life,271317
Sexy And I Know It,237229
Locked Out Of Heaven,58171
Beverly Hills,292508
Pepas,191800
Amazed,109406
We Are Young,296628
Happy,116317
Stand Up,105749
Goodies,172432
No One,284529
Gold Digger,145694
Lavender Haze,15490
Photograph,135451
Too Close,89183
Faded,274296
I'm Not The Only One,267630
The Christmas Song (Merry Christmas To You),77085
Better,159525
Someone You Loved,169699
Sleigh Ride,159266
Underneath The Tree,40661
Montero (Call Me By Your Name),125467
Payphone,3753
Bang!,257489
We Are Young,179615
My Love,176727
Beverly Hills,208450
Dynamite,184428
Paradise,276943
Mirrors,78118
Bleeding Love,54926
Run It,236730
Let Her Go,205661
Shake Ya Tailfeather,80042
Heathens,290637
Mercy,140635
Just Give Me A Reason,226533
Talk,87028
Lights,275170
Lift Me Up,55299
The Game Of Love,29708
Yeah!,57992
All For You,247282
Bang Bang,72200
Havana,79050
It Wasn't Me,57324
Butter,229734
Angel,283199
Bad Habit,68809
Let It Snow! Let It Snow! Let It Snow!,60315
A Thousand Miles,79012
Ridin',91715
Complicated,188080
Don't Let Me Down,139287
We Belong Together,187879
Crank That (Soulja Boy),175021
Turn Me On,274951
I Gotta Feeling,64918
Yeah!,42737
Nice For What,181021
Shake It Off,152723
Hollaback Girl,61388
Trap Queen,265436
Life Is Good,134104
Beverly Hills,163945
Until I Found You,85963
Hit 'em Up Style (Oops!),132671
Faded,162177
Butter,153862
Rockstar,159917
I Feel It Coming,54334
24K Magic,127249
Born This Way,165332
Hot In Herre,275048
Something In The Orange,24129
Midnight Sky,60961
Stronger,133905
Something Just Like This,198175
You Proof,166222
Beverly Hills,880
When I Was Your Man,214892
Toosie Slide,110228
You Right,131284
Kiss Me More,212412
What Makes You Beautiful,223420
Amazed,299331
Good Feeling,256534
Friends,221656
You Right,179712
Vegas,83530
Say So,244266
Dance The Night,79670
Born This Way,232769
Gangnam Style,295600
Better Now,81963
Waves,222651
Lean On,38821
I Like It,158213
Stay,139085
When I'm Gone,215438
Try Again,294717
I Hope,1673
Give It To Me,233928
Enemy,297373
Butterfly,62317
Cake By The Ocean,118543
For The Night,61817
"Whenever, Wherever",91887
What Do You Mean?,245616
Get Low,156241
Pumped Up Kicks,10007
Better,238573
Death Bed,135460
Crazy In Love,180722
Senorita,232143
Just Dance,135067
Bad Romance,162726
Hey There Delilah,255687
Sugar,69357
Rapstar,225147
Starboy,224051
Again,80724
I Don't Care,191111
Irreplaceable,280695
Shivers,284297
Born This Way,250613
Way 2 Sexy,193421
Just Give Me A Reason,60580
There You Go,273603
Calm Down,183501
"Whenever, Wherever",136718
Music,121572
Thought You Should Know,232924
Havana,185031
Here Without You,206763
I Know What You Want,155332
Hollaback Girl,263287
Someone Like You,151800
Bad Habit,142194
Mercy,95654
Stitches,8409
My Ex's Best Friend,34917
Falling,275504
Stitches,263399
Waves,194144
We Belong Together,267756
Love Nwantiti,98491
Go Crazy,213346
Treat You Better,203725
Talk,195268
Sunroof,235544
Too Close,173099
Astronaut In The Ocean,181500
I Like It,238029
All About That Bass,42414
Sucker,247640
Independent Woman,46979
The Sweet Escape,58402
I'm The One,231485
It Ain't Me,196884
Fallin',156152
I Don't Care,230015
This Girl,24904
Waka Waka (This Time For Africa),203442
The Kind of Love We Make,122321
Calm Down,173879
I Gotta Feeling,72034
Hotline Bling,278704
Something In The Orange,124650
Case Of The Ex (Whatcha Gonna Do),183968
I Hope You Dance,225098
Stay,116587
Seven Years,220719
Yeah!,71229
Positions,266500
Rock And A Hard Place,53649
Hung Up,26583
Irreplaceable,272718
Love Nwantiti,295720
Feel Good Inc,113955
Lift Me Up,200479
I Like You (A Happier Song),51013
For The Night,55171
That's What I Like,207232
My Ex's Best Friend,2020
Good 4 U,251303
Dancing With A Stranger,201942
Hero,191987
Escapism,259676
Numb Little Bug,53901
Habits (Stay High),6914
All I Want For Christmas Is You,68250
Woman,254435
Give Me Everything,117715
Fast Car,220385
High Hopes,269388
Drops Of Jupiter (Tell Me),228720
Wake Me Up,57761
Drop It Like It's Hot,245679
WHATS POPPIN,1572
Rock And A Hard Place,205137
I Need A Girl,123886
Want To Want Me,205541
Mirrors,291619
Attention,193538
For The Night,251518
Feel It Still,274112
You're Beautiful,296329
Don't Cha,180703
Incomplete,263955
Memories,260368
Low,94621
About Damn Time,257501
Drivers License,76277
Hey Ya!,215571
I Don't Wanna Know,177157
Don't Start Now,85031
Too Close,278154
Numb Little Bug,258563
Lose My Breath,250166
Independent Woman,195107
Animals,112234
Where Are You Now,205871
It's Been Awhile,7738
Whistle,63793
Hit 'em Up Style (Oops!),209691
Death Bed,132892
Sand In My Boots,223196
Hero,115026
Summer,275675
Lose Yourself,273452
Snooze,128669
Wellerman,43903
Umbrella,38102
Death Bed,107156
Mr Brightside,131745
Incomplete,78201
Moves Like Jagger,5744
Say My Name,211496
It's Beginning To Look A Lot Like Christmas,213686
Sweet But Psycho,19399
Watermelon Sugar,243415
The Reason,39479
Mood,57497
Rockabye,270984
Say So,260915
Good Feeling,275572
I Try,185762
Peru,282528
Sexy And I Know It,10697
Feel It Still,166728
Beautiful,134065
Irreplaceable,198629
Lemonade,185580
The Christmas Song (Merry Christmas To You),113947
What A Girl Wants,131922
Summer,89191
Something Just Like This,62827
I'm Not The Only One,285514
Crazy In Love,280399
Hot In Herre,5749
Tik-Toc,166370
Heaven,155289
Rockin' Around The Christmas Tree,22763
Deja Vu,11485
Everything You Want,282396
It Feels So Good,101039
Check On It,67951
"Bye, Bye, Bye",249780
Yeah!,291433
"Thank U, Next",52968
Blurry,275288
Big Girls Don't Cry (Personal),256591
Follow Me,131803
It Ain't Me,182148
She's All I Wanna Be,196123
Sicko Mode,292001
Right Thurr,39121
People,219696
Montero (Call Me By Your Name),293987
Rain On Me,93672
I Know What You Want,257918
Take Me To Church,248652
Old Town Road,10230
ILY (I Love You Baby),53676
Break My Heart,248277
Drops Of Jupiter (Tell Me),15772
Beggin',205856
It's Gonna Be Me,162852
Whistle,174854
Because Of You,281725
You & Me,34786
Check On It,58361
Gold Digger,28974
Cupid,89015
Royals,95713
Mirrors,55694
Without You,279334
ILY (I Love You Baby),38712
Give Me Everything,91534
All About That Bass,34934
Sleigh Ride,26883
Happier,24766
Happy,230369
Blurred Lines,111113
Greedy,146400
Higher,120534
We Don't Talk About Bruno,153652
Flowers,239752
Drop It Like It's Hot,288956
White Flag,285281
Breakaway,100969
Knife Talk,228314
Ride,189021
High Hopes,176074
Blank Space,94152
So What,180471
The Middle,197418
I'm Good (Blue),35319
Without You,22577
Apologize,285406
Paradise,51695
Switch,162120
