track_name,ms_played,genres
The Wild Ones,166026
Beggin',64194
Positions,150424
PIMP,186899
Titi me pregunto,183966
I'm Good (Blue),60785
My Boo,38206
Good 4 U,14439
Drive,54419
Sleigh Ride,181640
Starboy,7274
We Don't Talk About Bruno,295641
Hot In Herre,165535
Shape Of You,270428
Rude,202053
Snap,119693
Dip It Low,216340
Say It Right,29132
I Took A Pill In Ibiza,110118
Vegas,299938
See You Again,138402
Complicated,138841
My Love,101566
I Like You (A Happier Song),239944
Bad Romance,274451
It's Gonna Be Me,198112
Dance The Night,31832
Animals,243242
Better Now,249071
Love Lies,230642
Titanium,262958
Underneath The Tree,247083
Calm Down,25492
Lift Me Up,212956
Heaven,253431
Thrift Shop,70110
Since U Been Gone,298281
Starboy,38875
Incomplete,192078
Strangers,226130
Dakiti,173561
Buttons,282097
Breaking Me,159132
The Bones,217588
I'm Not The Only One,248105
That's What I Like,252601
Waves,103239
Party Rock Anthem,254184
Rolling In The Deep,126068
Savage Love (Laxed - Siren Beat),212938
Say So,91704
Kill Bill,135342
Say You Won't Let Go,136321
Stitches,266888
What Was I Made For?,170906
Sleigh Ride,107319
Love Nwantiti,23848
Can't Feel My Face,50060
Yeah!,152459
The Business,71165
Die For You,30556
abcdefu,176990
I Don't Wanna Live Forever (Fifty Shades Darker),91071
Can't Get You Out Of My Head,221804
Super Freaky Girl,85667
Trap Queen,76505
The Wild Ones,114665
Someone Like You,136470
Leave The Door Open,163132
Ms Jackson,274712
I Kissed A Girl,44106
Demons,90486
Stressed Out,53247
Daylight,238529
Dip It Low,234728
Someone You Loved,12055
Fukumean,142023
Dynamite,218046
You & Me,81129
Save Your Tears,101189
Always On Time,278565
We Found Love,140454
How You Remind Me,265099
Lemonade,163331
My Universe,89751
Just Give Me A Reason,290415
Someday,169195
You're Beautiful,26422
Where Is The Love?,282885
Apologize,265296
Wasted On You,47077
Unwell,76919
How We Do,150799
Industry Baby,175609
I Hope You Dance,49503
Youngblood,36007
Tik-Toc,210408
Always On Time,65103
Fill Me In,55337
It Wasn't Me,169684
Rolling In The Deep,273299
Apologize,223444
Miss You,16865
Toosie Slide,269278
Miss You,229833
Just The Way You Are (Amazing),3510
Let Me Love You,267352
Rolling In The Deep,208688
Miss You,96597
I Need A Girl,64546
Beautiful Mistakes,79042
Thinking Out Loud,289601
Old Town Road,106290
I Gotta Feeling,143345
Shape Of You,78190
Foolish,117862
Wrecking Ball,264802
Vegas,67472
Breathe,115739
Only Time,98049
Circles,81716
Stronger,130695
I Hope,23267
Foolish,195348
Kings & Queens,202781
Be Without You,231100
Let Her Go,91195
Riptide,268980
Sad!,26379
Grenade,114850
Fill Me In,282300
The Motto,104429
New Rules,144669
Titi me pregunto,58789
Jumpin' Jumpin',221569
Mr Brightside,183211
Boyfriend,160938
Heaven,263329
Greedy,282529
Drivers License,27773
Rock And A Hard Place,232775
SexyBack,265800
Humble,199623
Talk,88195
We Are Young,18746
Sure Thing,227948
Happier Than Ever,61706
I Hope,112440
I Like It,153623
How To Save A Life,240313
Memories,247973
Mood,96590
Don't Phunk With My Heart,66478
Adore You,249789
The Wild Ones,258505
Intentions,146374
Stand Up,156766
Beautiful Mistakes,235972
Savage Love (Laxed - Siren Beat),167273
Watermelon Sugar,239761
A Holly Jolly Christmas,199271
In Da Club,225135
Wellerman,59720
Crazy,166468
Gangnam Style,58981
Foolish,218081
Foolish,121303
Heaven,225654
Run It,272427
Dance Monkey,44849
Talk Dirty,86639
Thought You Should Know,170043
Vegas,136298
Can't Hold Us,237836
The Motto,105101
Butterfly,137563
Levitating,288678
Don't Cha,255961
Turn Me On,82435
How To Save A Life,163384
Numb,119421
Happier Than Ever,64888
Follow Me,157835
Breakaway,148946
Someone You Loved,244374
Sweet But Psycho,83251
I Like You (A Happier Song),194650
One More Night,48647
Trap Queen,152537
All About That Bass,86133
Castle On The Hill,104396
Lift Me Up,173721
In Da Club,53812
Right Thurr,23395
Crazy In Love,269694
Friends,287315
This Is What You Came For,167127
The Way I Are,282480
"Hey, Soul Sister",39482
Whoopty,53834
Say My Name,76804
Drive,166638
Hello,245331
Toosie Slide,295453
Wild Thoughts,3596
Let It Snow! Let It Snow! Let It Snow!,58097
Somebody That I Used To Know,156917
Am I Wrong,49646
Someday,164643
Rain On Me,223586
How We Do,186053
It's Beginning To Look A Lot Like Christmas,251226
Kings & Queens,282067
We Found Love,131666
Say So,41787
Sucker,190397
Chasing Cars,200548
Believer,148156
Roses,10457
Low,5991
Die For You,125746
Positions,140139
It's Beginning To Look A Lot Like Christmas,165205
Since U Been Gone,125972
Everything You Want,84098
Stronger,75818
God's Plan,161413
The Sweet Escape,78019
Watermelon Sugar,137329
Foolish,111856
Tik-Toc,100764
We Found Love,45800
Made You Look,32758
Habits (Stay High),167060
Titanium,214016
Follow Me,104597
Snap,851
Counting Stars,80525
Work From Home,35517
Before He Cheats,279729
How You Remind Me,247641
Irreplaceable,102890
Ella Baila Sola,256232
Friends,203014
Only Time,139980
Fallin',167572
Run It,216770
Hanging By A Moment,158258
Someone You Loved,44127
Senorita,265212
Death Bed,90320
I'm Good (Blue),110626
Dakiti,156988
I Knew I Loved You,261480
Let Me Love You,168915
No One,40866
Happier Than Ever,258582
Someday,54288
The Game Of Love,215359
Royals,284648
Until I Found You,213397
What A Girl Wants,55064
Thong Song,261699
My Ex's Best Friend,215299
24K Magic,24085
Wherever You Will Go,7222
Uptown Funk,23125
Low,191308
The Way I Are,222350
Cold Water,124276
You Broke Me First,35137
Snap,296532
Since U Been Gone,243559
Burn,71530
Work From Home,90980
Thats What I Want,141894
No One,222519
Heaven,56266
Bring Me To Life,70941
Love Nwantiti,123382
Panda,164190
Greedy,274323
He Wasn't Man Enough,45646
Love The Way You Lie,189130
Head & Heart,26387
F**k it (I Don't Want You Back),131990
Rude,211315
The Way You Love Me,102893
God's Plan,285508
Girls Like You,210304
Thats What I Want,24020
Closer,73087
Last Night,17745
Fast Car,205634
Low,154272
Cold Water,19390
Thank God,51194
Woman,2918
So What,174479
Pompeii,74434
She Had Me At Heads Carolina,174162
Again,17786
My Boo,202974
Havana,219581
Beverly Hills,168779
Party Rock Anthem,9665
7 Rings,229363
Human,22695
Goodies,104126
What Makes You Beautiful,152934
Dancing With A Stranger,140523
Case Of The Ex (Whatcha Gonna Do),17452
Rockstar,47881
Diamonds,95431
Blueberry Faygo,114552
Want To Want Me,247853
Hit 'em Up Style (Oops!),73982
Firework,56172
Someone You Loved,225973
You Sang To Me,229138
Amazed,296315
All For You,63860
I Don't Care,62919
Peaches,176941
I am yours,246126
Say You Won't Let Go,6147
7 Rings,249555
I Took A Pill In Ibiza,136359
You Proof,137794
Don't Let Me Down,161418
You Right,6197
Family Affair,18875
My Oh My,183400
Take My Breath,219594
My Oh My,74981
Lemonade,162332
Blurred Lines,265026
Sweet But Psycho,45408
I Don't Wanna Know,193756
Without You,87798
Turn Me On,241818
Shallow,83638
Want To Want Me,64234
Stressed Out,256700
Hollaback Girl,212316
Blueberry Faygo,112512
Titi me pregunto,292271
Where Are U Now,71345
Can't Fight The Moonlight,264866
Blank Space,180944
All Of Me,235407
Running Up That Hill (A Deal With God),34623
That's What I Like,63640
Baby Boy,189154
First Class,101978
Goodies,160490
Escapism,276864
I Ain't Worried,214299
Bam Bam,289883
Love Me Like You Do,260314
How You Remind Me,23236
Congratulations,159702
Senorita,214420
Only Time,266801
Love Me Like You Do,202107
Closer,239320
Talk Dirty,149598
Break My Soul,83445
Only Time,39395
abcdefu,78377
All I Want For Christmas Is You,65250
U Remind Me,287407
Before You Go,264006
In My Feelings,16435
"Hey, Brother",227068
Check On It,200053
Forever After All,196419
abcdefu,35227
Can't Feel My Face,89150
Thats What I Want,132743
Butterfly,292729
Try Again,7086
Feel It Still,60026
Toosie Slide,190421
Jumpin' Jumpin',77593
24K Magic,224508
Butter,139428
Sexy And I Know It,222299
My Immortal,264204
Crazy,186486
Talk,154157
Photograph,209201
Rockstar,263793
Gold Digger,162298
This Love,53453
The Monster,226558
Titanium,157836
For The Night,102623
Lonely No More,145504
Baby Boy,60392
Stronger,8153
I Try,169267
Heartbreak Anniversary,83072
Cheerleader,293505
Thank You,84366
In Da Club,62391
I Wanna Know,138608
I Know What You Want,265934
It Wasn't Me,197432
Ain't It Funny,254866
The Kind of Love We Make,32630
"Me, Myself & I",268226
Don't You Worry Child,236584
Locked Out Of Heaven,2588
Vampire,264530
I Knew I Loved You,100203
Players,242985
I Like You (A Happier Song),17926
Break My Heart,158333
Perfect,186509
Barbie World,152720
God's Plan,64325
Meant To Be,136263
Let Me Love You,298558
With Arms Wide Open,180613
Therefore I Am,86937
S&M,95606
The Way You Love Me,186431
God's Plan,37964
Behind These Hazel Eyes,43181
Right Thurr,150304
Peru,104265
A Thousand Miles,136321
The Middle,206827
Numb Little Bug,168460
Fallin',24545
Love Me Like You Do,83815
You Proof,274720
Counting Stars,121621
Something In The Orange,221957
Locked Out Of Heaven,18391
Perfect,190306
Rockin' Around The Christmas Tree,280187
Work It,88124
Knife Talk,276404
Apologize,125943
My Boo,253510
I Like It,133890
It Ain't Me,181788
Rockabye,12378
Switch,78356
One Kiss,115945
Dance Monkey,61766
It's Gonna Be Me,91337
Titi me pregunto,250832
Hey There Delilah,252970
You Right,142579
Rock And A Hard Place,35039
Lemonade,245879
I Hope You Dance,259613
Paint The Town Red,240148
I Feel It Coming,83316
Ms Jackson,46502
Everything You Want,98802
Smack That,6074
Feliz Navidad,71877
Turn Me On,237017
One Dance,64562
Made You Look,209362
Crazy,46564
Talk Dirty,135522
Sugar,110352
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),18910
Bad Romance,182408
How We Do,196788
(Hot S**t) Country Grammar,279949
"Whenever, Wherever",22085
Rockstar,104445
Miss You,279055
Turn Me On,39931
Thrift Shop,35708
Rockabye,148204
Dancing With A Stranger,94511
Vegas,39115
Love Don't Cost A Thing,217712
Safe And Sound,249181
Ride,93574
Die For You,184669
Sicko Mode,153331
Anti-Hero,295263
Something Just Like This,254625
Bring Me To Life,151999
I Try,278079
You Broke Me First,10764
I Took A Pill In Ibiza,226586
Fancy,210716
All I Have,123516
Strangers,238468
Because Of You,29512
One More Night,23846
Big Energy,255181
Just Dance,171338
Starships,257271
"Hey, Soul Sister",143197
WHATS POPPIN,58753
Poker Face,274995
Stay,30349
I Don't Wanna Live Forever (Fifty Shades Darker),227645
Uptown Funk,217277
Lean On,86909
Treat You Better,97648
All I Want For Christmas Is You,168724
Roses,236134
Burn,258112
Human,157264
Stand Up,15231
Death Bed,104863
Someone Like You,226567
Ridin',240240
Don't Stop The Music,162487
Roxanne,15383
Rockstar,76741
Mirrors,128236
Love Me Like You Do,90565
Super Gremlin,76852
Deja Vu,192081
Death Bed,36572
Irreplaceable,97542
Sure Thing,191579
Waka Waka (This Time For Africa),231137
PIMP,100895
Thank You,268473
Hot 'n' cold,123542
Gangnam Style,245916
Love The Way You Lie,280351
Sucker,70994
Savage Love (Laxed - Siren Beat),34725
Payphone,139703
Made You Look,138354
Photograph,76959
Right Thurr,188354
My Humps,102592
Get Lucky,86562
Titanium,53977
Running Up That Hill (A Deal With God),204622
California Gurls,281163
Jumpin' Jumpin',99507
Enemy,59607
F**k You/Forget You,203157
Love Don't Cost A Thing,32876
SexyBack,42943
Whoopty,168257
Shivers,173798
Can't Stop The Feeling,153512
See You Again,1264
Habits (Stay High),211655
Humble,53278
Get Lucky,101024
Am I Wrong,141261
golden hour,22533
We Belong Together,107100
The Motto,109879
SexyBack,168399
Where Are U Now,256274
Drop It Like It's Hot,55671
The Wild Ones,228500
Kill Bill,32508
Heartbreak Anniversary,204497
Unforgettable,18770
Better Now,119219
Hollaback Girl,177150
Without You,117651
New Rules,158936
Believer,24509
Anti-Hero,123096
Mood,184578
Set Fire To The Rain,21494
I'm Not The Only One,154019
"Whenever, Wherever",140583
Here Without You,227098
Before You Go,3711
Stay With Me,247417
Rude,102024
Miss You,37546
Complicated,247419
Santa Tell Me,191858
Say My Name,223280
Escapism,2817
Yeah!,181877
What Makes You Beautiful,22965
Positions,263136
Bad Habit,175930
Work From Home,235563
I Feel It Coming,187910
The Sweet Escape,12053
A Thousand Miles,64106
Rockstar,5892
Talk Dirty,85953
Daylight,35457
Fancy,157700
With Arms Wide Open,18403
Lean On,181465
Rockstar,263998
Senorita,9095
Before You Go,529
What's Luv?,257514
Shut Up & Dance,3646
I Kissed A Girl,138216
Stay,290595
God's Plan,99673
All About That Bass,123998
Deja Vu,199323
Breaking Me,297953
Yeah!,119758
Tipsy,130575
Cheerleader,45819
Cheerleader,15893
Get Lucky,70626
I Like It,194206
Something In The Orange,46815
Happier,54739
Breakaway,225983
All I Want For Christmas Is You,39015
Rock And A Hard Place,272568
Love Yourself,153208
Rockstar,107672
Rockstar,195886
Hey There Delilah,34291
WAP,47276
Gangnam Style,7595
Roller,148133
Let Me Love You,216320
Thats What I Want,286959
Love Lies,188976
Circles,290877
Bleeding Love,10772
Heat Waves,260977
Thong Song,273023
Ella Baila Sola,299770
You Proof,268428
Counting Stars,35594
Roller,96430
If You're Gone,267548
I Like You (A Happier Song),52387
Unholy,3223
Girlfriend,22650
Someone You Loved,40160
Wasted On You,262094
People,63420
Gold Digger,235423
Dance Monkey,253201
Late Night Talking,20944
Girlfriend,198894
My Oh My,59742
What You Know Bout Love,271488
Hot 'n' cold,173103
Another Love,103194
Thinkin' Bout Me,98634
Say My Name,66684
Don't Phunk With My Heart,68994
Kings & Queens,273758
Talk Dirty,269912
Castle On The Hill,259422
Better Now,292157
I Gotta Feeling,193187
WAIT FOR U,193445
A Holly Jolly Christmas,268438
Girls Like You,299236
Running Up That Hill (A Deal With God),74735
All For You,24737
How You Remind Me,46271
Say My Name,281037
Rain On Me,180581
golden hour,198471
On The Floor,143789
I Took A Pill In Ibiza,30138
Maria Maria,130800
Rockabye,22001
We Don't Talk About Bruno,16773
Life Is Good,109434
Pepas,101303
Blurred Lines,75552
Greedy,269554
Without Me,234601
Laugh Now Cry Later,270293
Heaven,64940
Work,165594
Hero,36947
"Hey, Soul Sister",200296
Too Close,13004
Essence,182698
She's All I Wanna Be,139390
Moves Like Jagger,152279
Hot 'n' cold,79375
Wasted On You,214832
Butterfly,263241
Always On Time,163820
Someday,272889
Blueberry Faygo,275577
Lean Back,152889
First Class,78479
Higher,16144
Break My Soul,52240
Attention,46955
Here Without You,60771
Bad Guy,253334
When I'm Gone,172599
Complicated,121575
For The Night,1011
Mr Brightside,30749
Good Feeling,23948
Calm Down,223864
Cake By The Ocean,76324
This Girl,288171
Senorita,238953
Someone Like You,133479
Earned It (Fifty Shades Of Grey),211025
Cake By The Ocean,111380
Mr Brightside,101200
Lean On,71819
I Hope,113517
Mercy,113081
Sweet But Psycho,297091
Talk Dirty,154053
Roses,8498
Shallow,72428
What's Luv?,18681
Die For You,201394
Diamonds,69257
Astronaut In The Ocean,34316
California Gurls,223683
Without Me,257195
Drop It Like It's Hot,1524
Sucker,61958
If I Ain't Got You,192442
Feel It Still,247098
Anti-Hero,127196
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),287080
Need A Favor,85172
U Got It Bad,106306
Viva la vida,178933
In Da Club,31095
Astronaut In The Ocean,253043
Calm Down,202696
I Kissed A Girl,179146
Traitor,183487
SexyBack,290716
Unwell,43364
Lights,168914
Sail,228420
Smooth,152964
Rapstar,227819
Underneath The Tree,234470
The Motto,47918
Work From Home,188990
California Gurls,67992
Wild Thoughts,98611
Girls Like You,184939
Late Night Talking,62678
Perfect,41942
Fancy Like,152419
Ignition,185003
All My Life,24956
All My Life,7011
I Know What You Want,255505
Positions,45617
Check On It,257257
Can't Feel My Face,167715
Thrift Shop,73993
Panda,225997
Psycho,268375
I'm Not The Only One,284626
Flowers,38251
I Don't Wanna Know,99506
Unforgettable,236021
I Took A Pill In Ibiza,72395
No One,134005
Ghost,271240
Run It,19351
Eyes Closed,39034
Sunflower (Spider-Man: Into The Spider-Verse),48182
Blueberry Faygo,76715
Take Me To Church,19085
Umbrella,269240
Say My Name,194476
The Game Of Love,112439
ILY (I Love You Baby),172378
Love Me Like You Do,264154
What Would You Do?,36655
Roses (Imanbek Remix),137562
Right Thurr,222775
"Whenever, Wherever",253987
Titanium,169782
In My Feelings,151528
Radioactive,259664
Bad Habits,39652
Drivers License,272834
There You Go,150512
Old Town Road,95273
Sugar We're Goin Down,132712
Love Me Like You Do,16113
Can't Fight The Moonlight,106814
With Arms Wide Open,80453
Confessions Part II,205267
Burn,92733
I Gotta Feeling,264279
Get The Party Started,232961
Despacito,134976
Peaches,227479
What Was I Made For?,243508
Go Crazy,35172
We Found Love,166419
I'm Good (Blue),149726
Sexy And I Know It,163526
Grenade,2025
Fill Me In,122762
Diamonds,162763
The Way You Move,122061
Titi me pregunto,250968
Born This Way,141244
Rock And A Hard Place,40238
Amazed,56383
I Need A Girl,142455
Someone You Loved,132307
Someday,114087
Bad Habits,196124
Can't Fight The Moonlight,173124
Incomplete,65338
F**k You/Forget You,105087
The Reason,65705
Adore You,81558
Easy On Me,102279
Happy,111357
Love Yourself,185881
Bad Romance,131118
Sail,177175
Love The Way You Lie,20703
Beverly Hills,277941
Roller,214234
Big Girls Don't Cry (Personal),292805
My Immortal,295809
Cruel Summer,97191
Buttons,251744
Poker Face,184561
U Got It Bad,185760
Feel Good Inc,255519
Bent,213477
You Broke Me First,169251
Work From Home,91139
Miss You,2491
We Don't Talk About Bruno,180583
Give Me Everything,136505
Starships,145259
Dip It Low,232642
"Hey, Soul Sister",106253
The Game Of Love,253208
Super Freaky Girl,73127
Hey Ya!,139801
Love Tonight,84750
What's Luv?,221020
It's Been Awhile,85305
Peaches,198986
I Try,28272
Higher,152384
Hey Ya!,117017
Hotline Bling,29601
You Broke Me First,118154
Shape Of You,272212
Bad Habit,251483
Feel Good Inc,146976
Miss You,8897
White Flag,30719
What A Girl Wants,5049
Sleigh Ride,181714
It Feels So Good,89305
I'm Good (Blue),10941
Behind These Hazel Eyes,114750
Let It Snow! Let It Snow! Let It Snow!,278982
Stay,213658
Radioactive,91770
Kryptonite,148966
Photograph,87901
Uptown Funk,141952
Save Your Tears,126113
Levitating,89195
Senorita,142843
Work From Home,228833
Pompeii,18164
Head & Heart,296018
Dynamite,49634
Say My Name,116185
I Like You (A Happier Song),248511
golden hour,279459
Rockstar,62262
Watermelon Sugar,243842
Rockstar,57905
Beautiful Mistakes,204452
Flowers,16286
Crank That (Soulja Boy),48590
Peaches,127870
Believer,147993
Life Is Good,87256
Drivers License,236504
Without Me,183489
I Feel It Coming,129728
Cupid,130369
Titanium,137631
Maria Maria,262785
Glimpse Of Us,32247
Dancing With A Stranger,213336
Sicko Mode,60871
Me porto bonito,7575
Summer,285551
Complicated,210149
Closer,229272
"Bye, Bye, Bye",273347
Someone You Loved,45361
Shape Of You,39842
Vampire,236166
Bump Bump Bump,184332
We Are Young,244103
Laugh Now Cry Later,16751
Ella Baila Sola,223716
Big Girls Don't Cry (Personal),228268
Rain On Me,20678
Whoopty,161801
Shake It Off,239942
For The Night,176765
Havana,139991
Truth Hurts,28722
Drivers License,185607
Dance The Night,84155
Blinding Lights,123941
Meant To Be,138094
Survivor,63435
Rockstar,127418
Feel Good Inc,136766
Just Dance,181092
Let Her Go,66885
Sad!,213561
Roar,49468
Dark Horse,97422
Beautiful,34619
Better,35882
No Tears Left To Cry,21062
Need A Favor,154821
Bump Bump Bump,237327
Shake It Off,91947
Heat Waves,249463
Peaches,204964
Creepin',91561
Without Me,10332
Sunflower (Spider-Man: Into The Spider-Verse),284607
Deja Vu,267375
Breathe,272281
Havana,261714
The Christmas Song (Merry Christmas To You),148248
Hips Don't Lie,242200
Beautiful Mistakes,215787
Do It To It,5570
Believer,116818
Deja Vu,61679
I Gotta Feeling,8605
Titanium,286897
Turn Me On,161743
Don't You Worry Child,157205
Say My Name,64624
Wake Me Up,23358
Wild Thoughts,252419
SexyBack,164035
Attention,222460
Work,275842
Breaking Me,255644
Best Friend,123470
"Whenever, Wherever",215285
Girls Like You,57969
Don't Stop The Music,265484
Cheerleader,81066
Stressed Out,34747
Don't Phunk With My Heart,262667
Blurred Lines,47120
Cuff It,118648
Thought You Should Know,122365
Roses,16154
Unwell,100032
Music,196613
Talk,59883
Right Thurr,55451
High Hopes,275182
Radioactive,139553
Treat You Better,128627
A Thousand Miles,154394
Greedy,121911
Maria Maria,104734
Gangnam Style,53157
Hanging By A Moment,58462
All I Want For Christmas Is You,246634
Sweet But Psycho,232624
Promiscuous,132758
Breaking Me,249546
Unholy,181061
Therefore I Am,139979
I Hope You Dance,120389
Stand Up,297500
Industry Baby,26936
You Sang To Me,19540
Crazy,239623
I Know What You Want,94394
Love The Way You Lie,19844
I Remember Everything,187699
You Broke Me First,246909
Say So,74444
Lavender Haze,47436
Doesn't Really Matter,109986
That's What I Like,14610
Closer,79123
Starships,139106
Strangers,74837
Traitor,192505
Whistle,180750
Where The Party At,56244
All Of Me,4011
Photograph,92739
Truth Hurts,65198
New Rules,163788
Shake Ya Tailfeather,234259
Breathe,284247
Breathe,178583
Mr Brightside,54346
Meant To Be,24757
Last Night,273590
Rather Be,130148
People,248198
Disturbia,78881
Firework,61964
Lavender Haze,124473
The Bones,257929
Don't Stop The Music,6040
Calm Down,31960
Woman,231070
I am yours,287119
We Are Young,66235
Take Me To Church,127959
Stressed Out,140446
Something In The Orange,275634
Angel,299826
We Found Love,154205
How We Do,27959
This Is What You Came For,298102
We Found Love,12053
No One,108222
Circles,159188
Heathens,79369
For The Night,276738
California Gurls,245376
Bent,213905
Jimmy Cooks,209146
Am I Wrong,43297
Psycho,279778
Ride,245608
Ride Wit Me,61715
Thank God,23469
Death Bed,119726
Get Busy,115224
Forever After All,72460
There's Nothing Holdin' Me Back,115374
Starboy,201531
Case Of The Ex (Whatcha Gonna Do),54230
Jingle Bell Rock,153555
Circles,172237
Before You Go,160363
Save Your Tears,257445
We Are Young,71863
Just Dance,10528
Amazed,53218
Counting Stars,193112
Good 4 U,252669
Drop It Like It's Hot,268575
Rockstar,48052
All I Have,101432
It Wasn't Me,121015
How We Do,3683
Summer,238897
Last Night,251982
We Don't Talk About Bruno,109834
She Will Be Loved,220436
It's Beginning To Look A Lot Like Christmas,70247
Cold Water,29974
Just The Way You Are (Amazing),212986
It Wasn't Me,28583
Hotline Bling,111845
Blurred Lines,263670
Burn,95647
I Like You (A Happier Song),73423
Escapism,137367
Animals,115898
Eastside,269616
Pon de replay,282849
Butter,227552
Adore You,33742
Watermelon Sugar,84875
Confessions Part II,88524
Attention,189595
Locked Out Of Heaven,103850
Someone Like You,64984
I Hope You Dance,98090
The Motto,98540
You're Beautiful,127427
Breathe,174200
Someone Like You,109575
Burn,114549
Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),168016
Moves Like Jagger,52765
Lights,80034
Someday,83096
My Boo,33354
"Me, Myself & I",122948
Be Without You,238974
What A Girl Wants,79865
Peaches,159161
